Player,PrimaryPosition,Games,acceleration_pg,acceleration_acc,launch_pg,launch_acc,smartpass_pg,smartpass_acc,throughball_pg,throughball_acc,shots_pg,goals_pg,assists_pg,keypasses_pg,counterattacks_pg,opportunities_pg,feints_pg,anticipated_rate,consistency,Rating
Fabinho,cm,34,0.353,0.594,0.529,0.447,0.706,0.477,0.882,0.460,0.618,0.088,0.088,0.265,1.676,0.412,0.059,0.015,0.760,69.38
F. Moubandje,rb,21,0.333,0.519,0.857,0.447,0.190,0.333,0.476,0.367,0.143,0.000,0.000,0.143,0.333,0.095,0.000,0.020,0.553,62.02
C. Jean,lw,33,0.545,0.684,0.182,0.385,0.394,0.394,0.455,0.400,0.697,0.030,0.091,0.394,1.212,0.485,0.000,0.003,0.439,66.37
I. Sangaré,cm,20,0.450,0.586,0.550,0.387,1.300,0.391,1.700,0.296,1.050,0.050,0.050,0.100,0.650,0.500,0.050,0.007,0.642,66.58
Rony Lopes,cam,38,1.342,0.789,0.211,0.393,0.789,0.520,0.553,0.390,1.684,0.395,0.105,0.289,1.868,1.211,0.132,0.006,0.575,74.46
A. Delort,st,32,0.219,0.556,0.125,0.375,1.156,0.351,0.938,0.320,1.844,0.125,0.156,0.688,1.125,1.438,0.062,0.001,0.664,70.17
C. Jullien,rb,30,0.033,0.429,1.433,0.460,0.100,0.435,0.200,0.346,0.733,0.033,0.033,0.100,0.433,0.667,0.000,0.055,0.674,62.78
Jorge,rb,22,0.864,0.692,0.455,0.400,0.273,0.462,0.364,0.393,0.318,0.045,0.091,0.318,1.091,0.091,0.000,0.055,0.701,65.62
T. Lemar,ram,31,1.419,0.797,0.129,0.333,1.290,0.467,1.161,0.339,1.000,0.065,0.226,0.968,2.161,1.065,0.000,0.004,0.592,73.43
K. Mbappé,lw,35,1.257,0.766,0.029,0.381,1.286,0.431,0.743,0.435,2.371,0.486,0.257,0.800,2.914,2.114,0.143,0.003,0.585,79.71
A. Lafont,gk,38,0.000,0.400,6.632,0.717,0.000,0.400,0.053,0.364,0.000,0.000,0.000,0.000,0.368,0.000,0.000,0.000,0.572,61.87
K. Amian,cb,36,0.306,0.581,0.500,0.447,0.361,0.333,0.222,0.286,0.417,0.028,0.028,0.111,0.250,0.250,0.000,0.038,0.609,60.98
S. Yago,lb,21,0.524,0.581,0.619,0.333,0.333,0.370,0.333,0.407,0.048,0.000,0.000,0.143,0.429,0.048,0.000,0.009,0.542,62.91
Z. Machach,lam,4,0.500,0.409,0.000,0.400,0.250,0.429,0.000,0.400,0.750,0.250,0.000,0.250,2.000,0.250,0.000,0.000,0.379,65.27
A. Blin,cm,26,0.154,0.417,0.462,0.406,0.269,0.333,0.577,0.286,0.346,0.038,0.115,0.000,0.500,0.231,0.000,0.026,0.520,61.92
Somália,lam,27,1.370,0.719,0.185,0.320,0.481,0.485,0.259,0.407,0.926,0.037,0.000,0.259,1.333,0.519,0.037,0.010,0.667,67.14
Y. Bodiger,cam,7,0.000,0.400,0.143,0.429,0.429,0.435,0.286,0.409,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.018,0.405,63.59
Y. Sanogo,st,27,0.037,0.429,0.000,0.400,0.630,0.378,0.370,0.367,1.815,0.222,0.000,0.148,0.481,1.519,0.000,0.000,0.501,66.06
A. Saint-Maximin,lw,31,1.935,0.787,0.129,0.375,1.645,0.394,1.129,0.309,1.129,0.097,0.161,0.677,1.677,0.774,0.000,0.003,0.620,71.50
Y. Tielemans,lcm,31,0.452,0.588,0.161,0.400,1.290,0.417,0.935,0.347,1.000,0.000,0.097,0.226,0.968,0.677,0.032,0.014,0.342,67.15
S. Camara,st,23,0.217,0.520,0.043,0.381,0.348,0.321,0.348,0.321,0.739,0.087,0.043,0.174,0.565,0.609,0.000,0.000,0.277,63.10
K. Bérigaud,st,5,0.600,0.478,0.200,0.381,0.200,0.381,0.400,0.364,0.800,0.000,0.400,0.000,0.600,0.800,0.000,0.000,0.314,65.71
P. Lasne,rcm,37,0.622,0.698,0.189,0.333,1.054,0.373,1.189,0.219,1.216,0.027,0.054,0.135,1.730,0.486,0.000,0.014,0.680,65.45
J. Roussillon,rb,22,0.773,0.676,0.591,0.303,0.409,0.517,0.318,0.370,0.864,0.136,0.091,0.591,1.091,0.636,0.000,0.012,0.695,68.35
D. Congré,rb,32,0.062,0.455,0.688,0.405,0.031,0.429,0.125,0.375,0.250,0.031,0.000,0.031,0.344,0.188,0.000,0.070,0.545,61.03
Pedro Mendes,cb,34,0.029,0.429,0.941,0.404,0.088,0.435,0.529,0.395,0.265,0.029,0.029,0.000,0.912,0.206,0.059,0.041,0.661,63.27
N. Mukiele,lb,33,1.273,0.758,0.455,0.486,0.879,0.347,0.848,0.292,0.576,0.000,0.000,0.424,0.909,0.303,0.000,0.055,0.682,64.39
I. Mbenza,lw,38,0.947,0.750,0.132,0.400,0.289,0.419,0.263,0.333,1.211,0.211,0.026,0.211,1.947,1.053,0.026,0.006,0.439,67.51
V. Bessat,rcm,24,0.542,0.636,0.375,0.448,0.292,0.407,0.333,0.393,0.625,0.000,0.000,0.292,0.875,0.292,0.000,0.015,0.440,64.35
A. Djiku,rb,28,0.214,0.500,0.964,0.362,0.071,0.455,0.179,0.360,0.464,0.000,0.000,0.000,0.393,0.357,0.036,0.067,0.805,62.12
H. Bazile,rw,19,0.316,0.500,0.158,0.391,0.368,0.370,0.316,0.385,0.842,0.000,0.053,0.368,0.526,0.632,0.053,0.007,0.330,64.69
D. Avounou,rcm,9,0.444,0.500,0.889,0.393,0.667,0.423,0.556,0.400,0.556,0.000,0.000,0.111,0.667,0.333,0.000,0.056,0.599,64.24
J. Féret,cm,37,0.622,0.721,0.135,0.400,0.919,0.389,0.865,0.327,0.676,0.000,0.027,0.730,1.135,0.351,0.054,0.012,0.691,67.21
I. Santini,st,32,0.062,0.455,0.125,0.417,0.531,0.324,0.406,0.333,2.406,0.188,0.031,0.125,0.906,1.875,0.062,0.004,0.695,66.65
E. Skhiri,lcm,38,0.263,0.600,0.579,0.357,0.579,0.357,0.447,0.297,0.947,0.105,0.000,0.105,1.237,0.605,0.053,0.019,0.681,63.99
R. Genevois,lb,24,0.333,0.571,0.625,0.457,0.042,0.381,0.250,0.308,0.167,0.000,0.042,0.125,0.458,0.083,0.042,0.027,0.602,62.18
B. Lecomte,gk,38,0.000,0.400,4.579,0.577,0.000,0.400,0.053,0.364,0.000,0.000,0.000,0.000,1.105,0.000,0.000,0.000,0.597,61.80
R. Rodelin,st,37,0.703,0.696,0.000,0.400,1.568,0.397,1.081,0.383,2.514,0.135,0.135,0.405,1.973,1.946,0.081,0.004,0.749,73.73
J. Ikoné,lw,18,1.722,0.765,0.000,0.400,2.000,0.429,1.556,0.375,0.833,0.056,0.056,0.556,2.611,0.556,0.167,0.000,0.459,71.43
R. Vercoutre,gk,35,0.000,0.400,8.371,0.706,0.000,0.400,0.000,0.400,0.000,0.000,0.000,0.000,0.171,0.000,0.000,0.000,0.518,62.25
J. Delaplace,lcm,12,0.333,0.500,0.333,0.375,0.417,0.320,0.500,0.385,0.667,0.000,0.083,0.167,1.000,0.500,0.083,0.031,0.450,64.31
F. Guilbert,lb,36,0.833,0.640,0.694,0.356,0.222,0.393,0.333,0.312,0.333,0.028,0.028,0.139,1.000,0.194,0.028,0.034,0.743,63.03
C. Ninga,rw,29,0.448,0.606,0.034,0.381,0.379,0.323,0.276,0.286,1.034,0.034,0.000,0.103,1.655,0.793,0.000,0.000,0.442,62.98
C. Kouakou,lw,19,0.316,0.538,0.053,0.429,0.105,0.364,0.158,0.348,1.211,0.053,0.053,0.053,1.105,0.895,0.053,0.009,0.459,64.31
S. Peeters,rcm,20,0.450,0.586,0.150,0.348,1.100,0.286,1.050,0.293,0.650,0.000,0.100,0.600,0.800,0.450,0.150,0.014,0.293,65.83
S. Sessègnon,cam,16,0.438,0.556,0.125,0.455,1.500,0.477,1.250,0.350,1.062,0.062,0.125,0.250,1.625,0.625,0.000,0.006,0.554,68.61
A. Mbengue,rb,19,0.789,0.629,0.737,0.412,0.421,0.357,0.579,0.323,0.789,0.000,0.000,0.211,1.263,0.474,0.000,0.013,0.644,64.07
S. Koita,rw,6,0.167,0.429,0.167,0.381,0.167,0.429,0.000,0.400,0.500,0.000,0.000,0.167,1.000,0.500,0.167,0.000,0.000,64.64
Dani Alves,lb,25,0.760,0.692,0.080,0.364,1.880,0.463,2.480,0.415,0.760,0.040,0.200,0.880,2.360,0.640,0.080,0.010,0.671,74.50
Marquinhos,lb,27,0.074,0.455,0.667,0.395,0.037,0.429,0.815,0.357,0.407,0.000,0.037,0.037,1.074,0.259,0.000,0.016,0.516,63.34
E. Cavani,st,36,0.139,0.520,0.056,0.409,0.861,0.471,0.722,0.413,2.972,0.750,0.139,0.250,1.556,3.028,0.083,0.010,0.551,77.13
K. Adénon,cb,34,0.000,0.400,0.794,0.340,0.000,0.400,0.147,0.360,0.118,0.000,0.029,0.000,0.294,0.088,0.000,0.084,0.633,59.76
M. Bodmer,cb,13,0.000,0.400,0.385,0.480,0.692,0.379,0.692,0.345,0.462,0.077,0.000,0.077,0.692,0.385,0.000,0.029,0.286,63.59
P. Gouano,lb,32,0.000,0.400,1.156,0.421,0.062,0.455,0.094,0.391,0.188,0.000,0.000,0.031,0.281,0.188,0.000,0.057,0.659,61.47
O. El Hajjam,lb,26,0.885,0.721,1.269,0.358,0.308,0.357,0.654,0.243,0.654,0.038,0.038,0.154,0.769,0.423,0.038,0.030,0.691,63.39
T. Ndombèlé,cm,35,1.314,0.803,0.029,0.381,1.486,0.458,0.914,0.385,0.886,0.000,0.143,0.457,1.286,0.429,0.029,0.006,0.544,70.66
I. Cissokho,lb,19,0.737,0.647,1.368,0.457,0.316,0.385,0.368,0.407,0.158,0.000,0.000,0.105,0.316,0.105,0.000,0.029,0.710,63.45
T. Monconduit,cm,34,0.176,0.538,0.559,0.487,1.059,0.339,0.941,0.308,0.794,0.029,0.088,0.118,1.118,0.206,0.118,0.016,0.744,65.72
M. Verratti,lcm,22,0.455,0.567,0.091,0.364,2.045,0.431,3.636,0.380,0.318,0.000,0.136,0.364,2.000,0.182,0.000,0.014,0.598,70.91
A. Rabiot,rcm,33,0.727,0.705,0.061,0.364,0.818,0.553,0.667,0.429,0.697,0.030,0.152,0.182,1.909,0.545,0.000,0.012,0.520,69.95
Thiago Silva,cb,30,0.233,0.556,0.267,0.357,0.200,0.500,0.333,0.433,0.400,0.067,0.000,0.000,0.600,0.333,0.000,0.053,0.601,64.02
Á. di María,cam,33,1.030,0.722,0.030,0.381,2.424,0.360,2.212,0.290,2.848,0.364,0.121,0.909,1.970,2.424,0.000,0.003,0.537,77.03
L. Kurzawa,rb,20,0.550,0.613,0.150,0.478,0.550,0.387,0.300,0.385,0.900,0.100,0.000,0.150,0.700,0.700,0.050,0.031,0.764,65.17
A. Aréola,gk,34,0.000,0.400,0.765,0.370,0.000,0.400,0.000,0.400,0.000,0.000,0.000,0.000,0.324,0.000,0.000,0.000,0.000,60.62
J. Pastore,cam,25,0.440,0.613,0.040,0.429,2.280,0.429,2.200,0.453,0.920,0.160,0.240,0.240,1.960,0.760,0.080,0.021,0.295,73.55
G. Fofana,lcm,16,0.438,0.556,0.062,0.381,0.125,0.364,0.438,0.296,0.312,0.000,0.000,0.125,0.875,0.250,0.062,0.000,0.238,62.75
R. Gurtner,gk,37,0.000,0.400,7.892,0.590,0.000,0.400,0.081,0.348,0.000,0.000,0.000,0.000,0.216,0.000,0.000,0.000,0.522,61.46
H. Manzala,ram,37,0.784,0.653,0.324,0.375,0.324,0.344,0.216,0.357,0.865,0.081,0.081,0.081,1.000,0.595,0.027,0.007,0.414,64.59
P. Kimpembe,rb,29,0.241,0.519,0.345,0.367,0.207,0.462,0.241,0.370,0.379,0.000,0.000,0.103,0.552,0.345,0.000,0.027,0.627,63.06
C. Charrier,cam,3,0.000,0.400,0.000,0.400,1.000,0.478,1.000,0.391,0.667,0.000,0.000,0.000,0.333,0.667,0.000,0.000,0.364,65.05
E. Bourgaud,lcm,17,0.471,0.571,0.000,0.400,0.588,0.400,0.588,0.367,0.471,0.000,0.059,0.471,1.235,0.412,0.000,0.006,0.413,65.45
Gonçalo Guedes,rw,38,2.211,0.846,0.184,0.407,1.368,0.486,1.105,0.387,1.658,0.132,0.211,0.342,2.421,1.105,0.105,0.004,0.516,75.64
A. Pléa,rw,35,0.829,0.673,0.000,0.400,1.229,0.397,1.000,0.364,2.857,0.429,0.086,0.114,1.114,2.371,0.057,0.003,0.673,73.35
R. Walter,cm,20,0.450,0.552,0.400,0.500,0.150,0.435,0.100,0.409,0.550,0.050,0.000,0.050,0.450,0.350,0.000,0.009,0.461,63.98
Dante,cb,33,0.061,0.455,0.606,0.425,0.091,0.391,0.636,0.341,0.455,0.030,0.000,0.061,0.515,0.364,0.000,0.049,0.624,61.71
Y. Cardinale,gk,11,0.000,0.400,1.455,0.472,0.000,0.400,0.000,0.400,0.000,0.000,0.000,0.000,0.273,0.000,0.000,0.000,0.101,62.53
M. Le Marchand,rb,29,0.759,0.667,0.690,0.250,0.379,0.452,0.414,0.344,0.310,0.000,0.034,0.103,0.828,0.172,0.000,0.040,0.730,63.65
O. Tannane,lw,16,0.625,0.600,0.000,0.400,1.250,0.325,1.188,0.308,1.188,0.000,0.062,0.188,2.312,1.062,0.062,0.008,0.319,66.44
M. Sarr,rb,21,0.238,0.520,0.238,0.320,0.333,0.407,0.619,0.273,0.286,0.000,0.000,0.048,0.286,0.190,0.000,0.049,0.448,61.39
S. Janko,lb,21,0.857,0.658,0.190,0.417,0.333,0.481,0.190,0.375,0.238,0.000,0.000,0.143,0.905,0.143,0.000,0.011,0.421,64.43
O. Selnæs,cdm,26,0.115,0.478,1.154,0.460,0.731,0.308,1.231,0.365,0.500,0.000,0.000,0.231,1.769,0.308,0.038,0.027,0.654,64.22
V. Eysseric,cam,22,0.273,0.538,0.045,0.381,0.909,0.450,0.818,0.316,0.591,0.045,0.045,0.409,0.864,0.545,0.045,0.018,0.314,66.00
A. Dioussé,rcm,25,0.120,0.478,0.200,0.440,0.240,0.423,0.280,0.333,0.400,0.040,0.000,0.080,0.680,0.280,0.040,0.015,0.397,62.93
S. Ruffier,gk,34,0.000,0.400,6.588,0.648,0.000,0.400,0.000,0.400,0.000,0.000,0.000,0.000,0.088,0.000,0.000,0.000,0.360,61.84
L. Perrin,cb,28,0.107,0.478,0.536,0.429,0.179,0.360,0.714,0.425,0.429,0.000,0.036,0.071,0.500,0.250,0.036,0.055,0.677,62.88
K. Théophile Catherine,cb,25,0.120,0.478,0.560,0.382,0.160,0.458,0.840,0.268,0.160,0.000,0.000,0.040,0.520,0.160,0.000,0.042,0.661,61.92
J. Bamba,lw,34,1.441,0.812,0.029,0.381,1.176,0.483,0.853,0.449,1.676,0.088,0.118,0.441,2.294,1.235,0.029,0.008,0.635,73.29
R. Hamouma,lw,29,0.586,0.622,0.069,0.409,0.621,0.342,0.448,0.364,1.345,0.172,0.103,0.621,0.793,1.345,0.000,0.008,0.490,67.89
A. Souquet,lb,29,0.966,0.750,0.241,0.481,0.552,0.389,0.276,0.357,0.207,0.000,0.069,0.138,0.517,0.172,0.034,0.026,0.645,64.43
B. Srarfi,lam,26,0.692,0.658,0.000,0.400,0.192,0.400,0.346,0.276,0.885,0.115,0.000,0.077,0.962,0.692,0.000,0.000,0.080,63.65
V. Koziello,cm,27,0.037,0.429,0.037,0.429,0.333,0.379,0.296,0.321,0.259,0.037,0.000,0.074,0.556,0.111,0.000,0.032,0.355,61.29
R. Pierre-Gabriel,cb,16,0.625,0.600,0.500,0.464,0.438,0.407,0.500,0.393,0.375,0.000,0.000,0.125,0.375,0.312,0.000,0.008,0.618,64.25
B. Dabo,cm,26,0.538,0.647,0.269,0.333,0.538,0.324,0.654,0.297,0.731,0.077,0.000,0.346,1.115,0.538,0.115,0.020,0.523,64.50
P. Lees Melou,cm,34,0.853,0.735,0.324,0.355,0.941,0.500,1.000,0.389,1.324,0.118,0.176,0.441,1.471,1.059,0.147,0.012,0.712,72.95
L. Diony,st,16,0.062,0.429,0.000,0.400,0.250,0.375,0.125,0.409,0.750,0.000,0.000,0.125,1.125,0.625,0.062,0.000,0.377,63.90
J. Makengo,ram,5,0.800,0.500,0.200,0.429,0.000,0.400,0.000,0.400,0.600,0.000,0.000,0.000,0.000,0.200,0.000,0.000,0.277,63.96
A. Tameze,cm,26,0.269,0.519,0.115,0.391,0.385,0.333,0.615,0.306,0.269,0.000,0.038,0.077,0.654,0.154,0.038,0.026,0.474,61.95
A. Niane,st,33,0.303,0.500,0.091,0.391,0.242,0.357,0.121,0.417,2.030,0.182,0.061,0.061,0.939,1.636,0.091,0.007,0.516,67.12
B. Nivet,cam,26,0.192,0.520,0.038,0.381,1.269,0.415,1.192,0.373,0.615,0.077,0.077,0.385,0.731,0.577,0.077,0.015,0.487,67.68
B. Bourigeaud,lam,37,0.811,0.760,0.324,0.281,0.730,0.426,0.622,0.279,1.216,0.162,0.189,1.459,1.811,1.216,0.054,0.012,0.749,72.86
B. André,cm,34,0.176,0.538,0.265,0.448,1.059,0.464,1.029,0.291,0.853,0.088,0.088,0.176,2.029,0.706,0.088,0.011,0.761,68.42
R. Bensebaini,rb,29,0.586,0.622,1.793,0.347,0.172,0.440,0.241,0.370,0.517,0.000,0.034,0.207,0.897,0.276,0.000,0.025,0.621,64.13
M. Samassa,gk,21,0.000,0.400,5.286,0.626,0.000,0.400,0.143,0.348,0.000,0.000,0.000,0.000,0.095,0.000,0.000,0.000,0.442,61.93
T. Dingomé,rcm,14,0.143,0.455,0.214,0.348,0.857,0.406,1.714,0.364,0.357,0.000,0.000,0.500,0.929,0.286,0.071,0.016,0.691,65.92
F. Maouassa,ram,19,0.895,0.622,0.158,0.348,0.474,0.448,0.263,0.360,0.684,0.000,0.105,0.105,1.526,0.474,0.000,0.010,0.285,65.52
K. Azamoum,lcm,30,0.200,0.538,0.367,0.323,0.567,0.459,0.567,0.405,0.600,0.033,0.000,0.167,0.900,0.700,0.133,0.018,0.734,66.20
F. Mubele,lw,30,0.667,0.650,0.133,0.333,0.700,0.366,0.333,0.367,1.333,0.200,0.067,0.233,1.833,1.167,0.067,0.000,0.389,67.92
A. Hunou,cam,23,0.435,0.533,0.304,0.370,0.304,0.370,0.217,0.320,1.043,0.217,0.000,0.043,0.826,1.000,0.000,0.006,0.485,64.25
I. Sarr,cam,27,1.704,0.803,0.111,0.391,0.481,0.485,0.222,0.423,1.481,0.185,0.111,0.259,2.667,1.074,0.000,0.005,0.617,70.96
J. Gnagnon,cb,36,0.028,0.429,0.500,0.421,0.056,0.409,0.333,0.281,0.611,0.056,0.056,0.000,0.250,0.556,0.000,0.045,0.543,61.44
J. Obiang,rb,8,0.500,0.500,0.500,0.375,0.125,0.381,0.125,0.381,0.250,0.000,0.000,0.000,0.875,0.125,0.000,0.010,0.565,63.41
L. Baal,rb,17,0.529,0.586,0.235,0.417,0.588,0.433,0.353,0.346,0.000,0.000,0.000,0.118,0.824,0.000,0.000,0.029,0.632,63.45
A. Diallo,gk,3,0.000,0.400,4.333,0.455,0.000,0.400,0.000,0.400,0.000,0.000,0.000,0.000,1.333,0.000,0.000,0.000,0.603,64.30
S. Grandsir,lw,36,2.417,0.832,0.194,0.444,1.167,0.387,0.833,0.380,1.278,0.083,0.111,0.222,2.194,0.972,0.056,0.007,0.581,71.09
H. Traoré,lb,30,0.733,0.714,1.367,0.393,0.700,0.390,0.667,0.250,0.467,0.000,0.033,0.300,0.867,0.267,0.000,0.044,0.774,63.70
M. Deplagne,lb,28,0.464,0.636,0.786,0.500,0.179,0.320,0.250,0.407,0.214,0.000,0.071,0.179,0.464,0.107,0.000,0.031,0.713,62.96
O. Vizcarrondo,cb,20,0.000,0.400,1.450,0.388,0.100,0.455,0.300,0.385,0.250,0.000,0.000,0.000,0.300,0.200,0.000,0.043,0.569,62.30
C. Hérelle,rb,34,0.088,0.435,0.529,0.395,0.176,0.423,0.529,0.395,0.294,0.000,0.000,0.059,0.382,0.235,0.000,0.040,0.548,62.16
S. Darbion,ram,23,0.478,0.581,0.043,0.381,0.739,0.514,0.478,0.419,0.783,0.130,0.087,0.391,0.826,0.522,0.000,0.005,0.592,68.36
J. Lea Siliki,cam,31,0.806,0.711,0.065,0.409,0.742,0.349,0.871,0.298,1.000,0.129,0.065,0.226,1.258,0.677,0.032,0.013,0.470,66.26
J. Tell,lw,6,0.167,0.429,0.000,0.400,0.333,0.364,0.167,0.381,0.833,0.167,0.000,0.000,0.500,0.667,0.000,0.000,0.237,64.27
S. Khaoui,cam,33,0.424,0.559,0.091,0.435,0.970,0.365,0.697,0.349,1.515,0.121,0.030,0.485,0.970,1.182,0.061,0.015,0.435,67.67
B. Pelé,cam,31,1.323,0.770,0.194,0.385,0.194,0.462,0.355,0.484,0.710,0.065,0.065,0.290,1.290,0.581,0.000,0.006,0.384,68.06
J. Tinhan,lw,5,0.000,0.400,0.000,0.400,0.400,0.364,0.000,0.400,0.000,0.000,0.000,0.000,0.400,0.200,0.000,0.000,0.391,63.60
E. Crivelli,st,26,0.077,0.409,0.038,0.429,0.038,0.381,0.000,0.400,0.615,0.115,0.038,0.231,0.885,0.615,0.192,0.003,0.545,65.27
Y. Andreu,rb,23,0.174,0.500,0.565,0.333,0.130,0.348,0.217,0.360,0.174,0.000,0.087,0.261,0.478,0.043,0.087,0.042,0.716,62.79
G. Kakuta,cam,36,0.583,0.683,0.250,0.310,2.306,0.301,1.972,0.242,1.167,0.111,0.111,0.778,1.944,0.972,0.139,0.006,0.773,71.69
B. Dibassy,rb,32,0.312,0.567,0.938,0.400,0.156,0.360,0.219,0.333,0.312,0.031,0.031,0.094,0.625,0.312,0.000,0.046,0.668,61.67
G. N'Gosso,cm,12,0.000,0.400,0.167,0.455,0.500,0.385,0.333,0.375,0.333,0.083,0.000,0.083,0.000,0.167,0.000,0.000,0.148,63.32
O. Nguette,rw,17,0.824,0.588,0.059,0.429,0.529,0.448,0.294,0.440,1.353,0.000,0.000,0.118,1.765,1.176,0.000,0.007,0.345,66.42
C. Philipps,cdm,11,0.091,0.429,0.727,0.321,0.364,0.458,0.545,0.385,0.364,0.000,0.000,0.182,0.727,0.182,0.000,0.045,0.553,63.81
J. Rivierez,lb,26,0.385,0.533,0.846,0.333,0.269,0.370,0.308,0.286,0.308,0.000,0.000,0.154,0.577,0.115,0.000,0.019,0.542,61.47
M. Niakhaté,rb,35,0.486,0.676,1.000,0.382,0.343,0.375,0.343,0.312,0.486,0.000,0.029,0.000,0.571,0.371,0.000,0.037,0.666,62.09
Jonathan Cafu,rw,18,0.667,0.625,0.000,0.400,0.611,0.387,0.333,0.423,0.722,0.111,0.000,0.167,1.167,0.500,0.000,0.000,0.388,65.49
D. Da Silva,cb,32,0.062,0.455,0.781,0.444,0.031,0.429,0.188,0.346,0.531,0.125,0.000,0.000,0.188,0.469,0.000,0.020,0.679,62.68
H. Maïga,lcm,13,0.308,0.500,0.231,0.348,0.846,0.355,0.538,0.370,0.462,0.077,0.000,0.231,1.538,0.231,0.000,0.012,0.329,64.38
Gabriel Silva,rb,25,0.600,0.600,0.680,0.378,0.440,0.387,0.280,0.370,0.480,0.040,0.040,0.200,0.440,0.200,0.000,0.044,0.573,63.49
A. Bouka Moutou,rb,6,0.667,0.500,0.000,0.400,0.333,0.364,0.667,0.333,0.333,0.000,0.000,0.333,0.167,0.167,0.000,0.024,0.228,63.85
A. Diakhaby,rw,21,0.524,0.613,0.000,0.400,0.333,0.407,0.143,0.391,0.571,0.095,0.143,0.095,0.810,0.286,0.000,0.000,0.300,65.45
F. Chafik,lb,23,0.870,0.650,0.609,0.353,0.478,0.355,0.261,0.385,0.217,0.000,0.087,0.348,0.826,0.130,0.000,0.034,0.479,64.10
Gil Dias,lw,28,0.679,0.692,0.107,0.435,0.536,0.429,0.286,0.357,1.143,0.071,0.071,0.000,1.679,0.714,0.036,0.005,0.309,66.42
É. Didot,cm,23,0.130,0.478,0.522,0.438,0.304,0.407,0.522,0.281,0.565,0.087,0.043,0.130,0.652,0.304,0.087,0.020,0.462,63.83
Neymar,rw,25,3.400,0.800,0.000,0.400,6.000,0.453,5.160,0.336,3.760,0.600,0.520,1.600,4.080,3.560,0.240,0.002,0.744,96.88
Lucas Lima,rb,33,0.606,0.700,0.818,0.468,0.545,0.342,0.697,0.349,0.545,0.030,0.061,0.909,0.909,0.485,0.000,0.024,0.660,66.49
Y. Bammou,rw,16,0.438,0.556,0.188,0.391,0.250,0.417,0.250,0.417,1.250,0.188,0.000,0.062,0.812,0.938,0.188,0.000,0.376,66.64
S. Moutoussamy,cm,7,0.714,0.520,0.143,0.381,0.429,0.391,0.286,0.364,0.714,0.000,0.000,0.286,1.429,0.143,0.000,0.011,0.508,64.51
L. Ocampos,rw,31,0.516,0.556,0.097,0.435,0.355,0.355,0.226,0.333,1.871,0.290,0.097,0.290,1.355,1.355,0.129,0.004,0.481,68.62
R. Cabella,cam,29,1.862,0.838,0.172,0.360,2.448,0.374,1.931,0.368,1.793,0.241,0.172,0.414,2.379,1.586,0.172,0.008,0.581,76.39
J. Seri,cm,31,0.194,0.462,0.161,0.400,1.387,0.381,1.903,0.304,0.968,0.065,0.097,0.387,1.129,0.613,0.161,0.009,0.595,68.98
F. Bellugou,cb,30,0.033,0.429,0.600,0.447,0.233,0.370,0.467,0.382,0.033,0.000,0.000,0.033,0.433,0.000,0.000,0.021,0.499,61.43
C. Traoré,rb,34,0.647,0.714,0.912,0.451,0.647,0.405,0.765,0.304,0.294,0.000,0.088,0.294,0.353,0.088,0.000,0.046,0.700,64.41
H. Mahou,ram,3,0.333,0.429,0.000,0.400,0.333,0.381,0.000,0.400,0.333,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.242,64.13
C. Jallet,rb,15,0.600,0.552,0.533,0.357,0.400,0.423,0.267,0.417,0.333,0.000,0.000,0.333,0.333,0.267,0.000,0.015,0.574,64.35
A. Confais,lcm,15,0.067,0.429,0.200,0.478,0.133,0.409,0.133,0.364,0.133,0.000,0.000,0.000,0.467,0.133,0.000,0.028,0.473,62.19
Mexer,cb,17,0.000,0.400,0.765,0.333,0.000,0.400,0.235,0.333,0.176,0.000,0.000,0.000,0.353,0.118,0.000,0.025,0.421,61.34
K. Tete,lb,22,0.500,0.613,0.364,0.357,0.318,0.407,0.409,0.345,0.273,0.045,0.136,0.227,0.773,0.273,0.000,0.029,0.534,64.65
Y. Bissouma,lcm,24,0.833,0.700,0.292,0.407,0.708,0.378,1.125,0.255,1.583,0.042,0.000,0.042,1.292,0.750,0.000,0.021,0.425,64.94
J. Grimm,lcm,22,0.045,0.429,0.409,0.414,0.500,0.355,0.409,0.379,0.591,0.045,0.000,0.000,0.136,0.364,0.000,0.027,0.191,62.17
Y. Cahuzac,cdm,20,0.100,0.455,0.750,0.429,0.000,0.400,0.050,0.381,0.150,0.000,0.000,0.100,0.100,0.150,0.000,0.028,0.586,61.80
O. Toivonen,st,28,0.143,0.500,0.036,0.429,0.357,0.367,0.393,0.323,0.714,0.036,0.036,0.143,0.929,0.679,0.107,0.003,0.239,63.99
C. Michelin,lb,7,0.286,0.455,0.429,0.435,0.000,0.400,0.143,0.429,0.143,0.000,0.000,0.286,0.714,0.000,0.000,0.028,0.000,63.67
G. Sio,st,33,0.182,0.538,0.091,0.478,0.515,0.405,0.394,0.394,2.121,0.303,0.091,0.152,1.212,2.061,0.030,0.003,0.491,69.78
R. Aguilar,lb,31,1.032,0.750,0.355,0.484,0.548,0.405,0.613,0.359,0.419,0.000,0.065,0.387,1.935,0.290,0.000,0.010,0.548,66.59
