Player,PrimaryPosition,Games,CrossAccuracy,CrossesPerGame,KeyPassesPerGame,Consistency,TurnoverRate,Rating
M. Fabián,cam,8,0.488,2.875,0.375,0.081,0.512,64.658
R. Zulj,cam,3,0.348,1.000,0.000,0.000,0.652,62.372
D. Blum,ram,1,0.381,1.000,0.000,1.000,0.619,64.253
E. Rexhbecaj,rcm,3,0.393,2.667,0.000,0.000,0.607,62.908
K. Onisiwo,lcm,3,0.360,1.667,0.000,0.000,0.640,62.569
M. Steinmann,cm,7,0.511,3.857,0.000,0.383,0.489,64.960
M. Gouaida,rcm,1,0.381,1.000,0.000,1.000,0.619,64.253
N. Dorsch,cm,1,0.429,1.000,0.000,1.000,0.571,64.304
T. Strobl,rcm,2,0.360,2.500,0.000,0.000,0.640,63.447
R. Baku,rcm,3,0.379,3.000,0.333,0.083,0.621,63.233
R. Hack,cam,1,0.417,4.000,0.000,1.000,0.583,64.557
L. Maina,cam,1,0.429,1.000,0.000,1.000,0.571,64.304
K. Strootman,rcm,27,0.469,5.185,0.148,0.457,0.531,69.992
B. Cristante,lam,34,0.423,4.000,0.000,0.398,0.577,68.367
R. Freuler,rcm,35,0.412,4.000,0.086,0.266,0.588,68.243
J. Kurtič,cam,26,0.345,3.577,0.192,0.000,0.655,65.661
M. de Roon,lcm,33,0.511,3.667,0.030,0.454,0.489,69.395
E. Pulgar,cm,31,0.608,7.581,0.226,0.645,0.392,76.134
J. Obi,rcm,20,0.456,2.950,0.050,0.162,0.544,65.209
A. Poli,lcm,25,0.467,2.200,0.080,0.256,0.533,65.742
S. Taïder,cm,7,0.512,3.000,0.143,0.366,0.488,64.746
A. Acquah,lcm,12,0.379,3.167,0.000,0.000,0.621,63.408
T. Rincón,cm,36,0.540,5.000,0.083,0.488,0.460,71.825
M. Locatelli,cm,16,0.440,4.000,0.000,0.266,0.560,65.400
F. Kessié,lam,37,0.478,4.378,0.216,0.441,0.522,70.611
R. Mandragora,rcm,35,0.523,4.400,0.143,0.546,0.477,71.153
A. Barberis,lcm,37,0.506,3.838,0.189,0.480,0.494,70.361
M. Büchel,rcm,21,0.431,5.905,0.000,0.368,0.569,68.152
A. Diawara,rcm,13,0.397,2.923,0.000,0.121,0.603,63.600
Rômulo,lcm,37,0.382,6.324,0.297,0.440,0.618,71.861
Daniel Bessa,rcm,22,0.522,3.273,0.091,0.410,0.478,67.235
Allan,lam,35,0.431,3.800,0.057,0.339,0.569,68.347
M. Valoti,rcm,22,0.436,3.682,0.045,0.280,0.564,66.239
C. Sánchez,cm,22,0.553,4.273,0.000,0.339,0.447,68.167
M. Vecino,lcm,30,0.471,3.933,0.067,0.447,0.529,69.107
J. Veretout,rcm,36,0.473,6.667,0.167,0.447,0.527,73.061
M. Benassi,lam,33,0.500,4.485,0.061,0.505,0.500,70.418
Borja Valero,cm,33,0.580,4.667,0.030,0.480,0.420,71.585
R. Gagliardini,cm,27,0.472,3.815,0.074,0.428,0.528,68.262
S. Cristóforo,cm,6,0.412,2.333,0.000,0.275,0.588,63.636
M. Pjanić,cm,31,0.597,7.194,0.290,0.605,0.403,75.672
L. Cigarini,cm,26,0.524,10.385,0.269,0.591,0.476,76.566
N. Barella,lcm,34,0.456,7.412,0.147,0.585,0.544,73.780
A. Ioniţă,cm,33,0.429,2.788,0.121,0.177,0.571,66.909
P. Faragò,lam,34,0.402,8.912,0.441,0.329,0.598,75.220
S. Padoin,rcm,36,0.466,7.556,0.500,0.511,0.534,75.367
C. Marchisio,cm,13,0.540,5.154,0.154,0.306,0.460,67.108
J. Cuadrado,lam,23,0.553,6.913,0.348,0.454,0.447,72.300
Douglas Costa,cam,33,0.427,4.788,0.333,0.358,0.573,70.360
Luis Alberto,ram,33,0.442,5.697,0.242,0.491,0.558,71.620
S. Lulić,ram,35,0.526,7.743,0.200,0.560,0.474,75.387
L. Mora,ram,16,0.359,3.625,0.125,0.162,0.641,64.420
M. Lazzari,lam,36,0.340,6.389,0.361,0.284,0.660,71.126
S. Milinković-Savić,ram,36,0.514,5.389,0.222,0.488,0.486,72.416
F. Viviani,cm,29,0.533,9.793,0.276,0.654,0.467,77.288
A. Marušić,lam,32,0.389,5.000,0.375,0.373,0.611,70.196
P. Schiattarella,lcm,29,0.517,4.379,0.207,0.353,0.483,70.223
L. Torreira,cm,38,0.482,5.474,0.158,0.443,0.518,71.855
D. Praet,cam,32,0.337,4.750,0.125,0.202,0.663,67.949
D. Cataldi,cm,27,0.500,5.704,0.222,0.506,0.500,71.288
G. Ramírez,cam,35,0.350,4.000,0.086,0.072,0.650,66.897
É. Barreto,lam,26,0.434,5.077,0.038,0.399,0.566,68.716
L. Del Pinto,cm,9,0.404,3.000,0.000,0.000,0.596,63.470
N. Viola,rcm,24,0.457,8.833,0.083,0.601,0.543,72.886
F. Đuričić,ram,8,0.429,1.875,0.000,0.158,0.571,63.228
K. Linetty,ram,24,0.414,2.792,0.042,0.035,0.586,64.951
S. Sensi,cm,16,0.469,4.750,0.250,0.327,0.531,67.023
Miguel Veloso,cm,21,0.411,6.810,0.190,0.332,0.589,69.268
A. Bertolacci,rcm,33,0.473,5.545,0.091,0.515,0.527,71.400
F. Magnanelli,cm,30,0.542,8.367,0.200,0.770,0.458,76.183
D. Lazović,lam,19,0.365,7.316,0.421,0.435,0.635,69.526
A. Duncan,ram,26,0.411,5.308,0.231,0.411,0.589,69.304
A. Taarabt,ram,19,0.420,3.211,0.158,0.193,0.580,65.248
D. Laxalt,ram,36,0.394,7.333,0.278,0.387,0.606,72.983
S. Missiroli,lcm,32,0.451,3.531,0.156,0.293,0.549,68.435
I. Radovanović,cm,35,0.540,8.686,0.057,0.618,0.460,76.339
J. Jankto,ram,34,0.370,5.294,0.235,0.339,0.630,69.826
R. de Paul,cam,34,0.456,5.735,0.324,0.505,0.544,72.247
L. Castro,lcm,24,0.392,6.292,0.083,0.424,0.608,69.153
S. Fofana,cm,24,0.554,2.250,0.000,0.516,0.446,66.959
P. Hetemaj,rcm,29,0.405,5.103,0.241,0.326,0.595,69.592
V. Birsa,cam,32,0.412,6.969,0.406,0.358,0.588,72.836
G. Donsah,rcm,21,0.358,2.238,0.095,0.000,0.642,63.401
L. Crisetig,rcm,8,0.520,3.750,0.000,0.487,0.480,65.158
Lucas Leiva,cm,34,0.574,3.559,0.088,0.393,0.426,70.275
L. Garritano,rcm,6,0.385,3.167,0.000,0.000,0.615,63.618
B. Zuculini,cm,16,0.508,2.562,0.000,0.392,0.492,65.092
O. Kragl,lcm,2,0.458,2.000,1.000,0.529,0.542,64.248
M. Zaccagni,cm,3,0.286,2.667,0.000,0.000,0.714,62.596
F. Chiesa,cam,35,0.369,5.229,0.429,0.347,0.631,70.497
R. Centurión,cam,1,0.381,1.000,0.000,1.000,0.619,64.253
R. Montolivo,cm,16,0.516,4.688,0.062,0.519,0.484,67.290
L. Biglia,cm,26,0.623,4.538,0.038,0.518,0.377,70.785
A. Cossu,cam,10,0.396,2.800,0.000,0.000,0.604,63.273
Jorginho,rcm,32,0.475,7.531,0.125,0.567,0.525,73.864
L. Rizzo,ram,11,0.347,2.636,0.091,0.000,0.653,62.956
E. Schiavon,lcm,10,0.350,2.000,0.000,0.000,0.650,62.436
L. Mazzitelli,lcm,17,0.388,3.824,0.000,0.024,0.612,64.456
D. Baselli,cm,30,0.568,4.267,0.133,0.495,0.432,71.104
D. Dessena,lcm,13,0.483,3.077,0.077,0.039,0.517,64.525
João Pedro,cam,18,0.452,2.944,0.111,0.318,0.548,65.299
K. Asamoah,ram,19,0.476,5.474,0.105,0.490,0.524,68.305
R. Bentancur,cm,15,0.544,2.467,0.133,0.449,0.456,65.630
G. Bonaventura,ram,31,0.475,3.839,0.129,0.371,0.525,69.147
L. Pellegrini,lam,24,0.453,4.500,0.375,0.340,0.547,68.798
Gerson,cam,15,0.429,2.400,0.200,0.111,0.571,64.094
A. Barák,lcm,32,0.426,3.188,0.031,0.231,0.574,67.127
S. Omeonga,lcm,11,0.455,2.182,0.091,0.067,0.545,63.598
S. Bastien,lcm,13,0.440,2.308,0.000,0.218,0.560,63.674
M. Rohdén,cm,17,0.338,3.000,0.059,0.000,0.662,63.346
I. Cofie,lcm,11,0.405,2.000,0.000,0.000,0.595,62.814
A. Murgia,lcm,12,0.360,2.500,0.000,0.000,0.640,62.781
R. Chibsah,lcm,7,0.400,1.429,0.000,0.000,0.600,62.778
M. Rog,lcm,7,0.321,1.143,0.143,0.000,0.679,62.392
M. Fossati,cm,17,0.477,6.353,0.059,0.500,0.523,68.490
M. Izco,lcm,1,0.409,2.000,0.000,1.000,0.591,64.372
M. Gonalons,cm,14,0.580,3.500,0.071,0.510,0.420,66.551
P. Brlek,cm,3,0.308,2.000,0.000,0.000,0.692,62.498
E. Bearzotti,lcm,6,0.315,5.667,0.000,0.000,0.685,64.332
R. Álvarez,cam,9,0.341,2.333,0.333,0.000,0.659,63.227
V. Verre,cam,11,0.568,1.545,0.091,0.483,0.432,64.622
L. Spinazzola,ram,18,0.414,9.222,0.278,0.699,0.586,71.542
F. Depaoli,lcm,14,0.429,6.071,0.214,0.218,0.571,67.013
R. Saponara,cam,15,0.526,3.867,0.067,0.446,0.474,66.409
A. Deiola,lcm,8,0.343,1.875,0.125,0.000,0.657,62.712
M. Valdifiori,cm,11,0.481,5.545,0.091,0.531,0.519,66.645
A. Balić,cm,17,0.464,3.765,0.118,0.185,0.536,65.763
L. Rigoni,lcm,20,0.523,3.300,0.050,0.223,0.477,66.402
N. Rigoni,cm,11,0.562,4.818,0.000,0.608,0.438,66.721
F. Cassata,cm,9,0.455,3.889,0.000,0.192,0.545,64.554
C. Falletti,cam,10,0.324,1.700,0.000,0.000,0.676,62.059
G. Crociata,rcm,5,0.462,1.200,0.000,0.361,0.538,63.621
A. Romero,cm,3,0.435,1.000,0.000,0.134,0.565,62.690
D. Biondini,lam,5,0.290,2.200,0.200,0.000,0.710,63.183
S. Ingelsson,rcm,5,0.323,2.200,0.000,0.000,0.677,63.103
A. Grassi,cm,18,0.500,2.667,0.000,0.213,0.500,65.081
N. Haas,cm,4,0.429,2.000,0.000,0.505,0.571,62.566
Felipe Anderson,cam,20,0.457,4.800,0.250,0.385,0.543,67.917
F. Zuculini,lcm,4,0.462,1.500,0.000,0.293,0.538,62.402
S. Calvano,cm,13,0.517,2.923,0.077,0.262,0.483,65.038
S. Gustafson,rcm,1,0.381,1.000,0.000,1.000,0.619,64.253
Guilherme,lam,11,0.404,2.455,0.091,0.080,0.596,63.397
A. Benali,rcm,9,0.410,4.556,0.000,0.266,0.590,64.714
Rafinha,cam,14,0.429,3.071,0.286,0.312,0.571,65.021
O. Hiljemark,cm,16,0.449,5.438,0.438,0.361,0.551,67.913
Sandro,cdm,10,0.435,2.600,0.100,0.204,0.565,63.879
G. Gaudino,ram,1,0.429,1.000,0.000,1.000,0.571,64.304
Everton Luiz,lcm,8,0.500,2.750,0.000,0.297,0.500,64.296
N. Zanellato,lam,1,0.385,6.000,0.000,1.000,0.615,64.700
L. Capezzi,cm,3,0.469,9.667,0.667,0.633,0.531,65.622
S. Pontisso,rcm,1,0.429,1.000,0.000,1.000,0.571,64.304
M. Vitale,ram,1,0.375,4.000,0.000,1.000,0.625,64.513
A. Danzi,cm,3,0.393,2.667,0.000,0.287,0.607,63.047
Trigueros,rcm,32,0.514,6.969,0.250,0.707,0.486,74.512
José Luis Morales,cam,34,0.348,6.176,0.382,0.188,0.652,70.710
Jason,lam,24,0.423,3.500,0.333,0.000,0.577,66.600
Pablo Fornals,cam,33,0.493,3.818,0.182,0.268,0.507,69.422
Campaña,cm,33,0.494,4.303,0.121,0.202,0.506,69.630
E. Bardhi,rcm,24,0.543,3.542,0.042,0.291,0.457,67.804
Rodri,cm,34,0.631,4.118,0.029,0.540,0.369,71.867
J. Lerma,cm,27,0.509,3.556,0.000,0.439,0.491,68.246
L. Suárez,ram,1,0.391,3.000,0.000,1.000,0.609,64.441
Illarramendi,cm,35,0.520,6.514,0.257,0.518,0.480,73.957
D. Wass,lam,35,0.438,6.543,0.371,0.498,0.562,73.178
Canales,lam,29,0.558,5.862,0.310,0.615,0.442,73.316
Jozabed,rcm,20,0.581,3.650,0.100,0.506,0.419,68.037
P. Sisto,ram,37,0.495,4.595,0.297,0.519,0.505,71.597
Zurutuza,rcm,24,0.468,2.458,0.000,0.279,0.532,65.646
Xabi Prieto,lam,22,0.470,4.318,0.091,0.322,0.530,67.472
S. Lobotka,cm,37,0.676,3.459,0.027,0.584,0.324,72.026
P. Hernández,cm,28,0.568,4.000,0.036,0.551,0.432,70.095
Beñat,cm,22,0.528,5.545,0.273,0.481,0.472,70.196
San José,cm,25,0.477,3.640,0.120,0.266,0.523,67.509
Susaeta,cam,32,0.383,4.438,0.438,0.240,0.617,69.378
F. Fajr,cm,33,0.497,8.909,0.364,0.587,0.503,76.744
Raúl García,cam,34,0.322,3.882,0.118,0.000,0.678,66.293
Álvaro Jiménez,lam,12,0.250,2.333,0.000,0.000,0.750,61.743
G. Shibasaki,cm,22,0.506,3.136,0.136,0.313,0.494,66.857
Markel Bergara,lcm,14,0.294,2.214,0.000,0.000,0.706,61.994
Iñigo Córdoba,ram,25,0.345,3.720,0.280,0.049,0.655,65.998
Gabi,lcm,33,0.552,6.636,0.061,0.578,0.448,73.808
Borja García,ram,36,0.555,5.806,0.306,0.523,0.445,73.881
Álex Granell,rcm,34,0.537,11.235,0.529,0.698,0.463,81.014
Saúl,rcm,34,0.524,4.412,0.029,0.506,0.476,70.618
Portu,lam,35,0.374,3.171,0.286,0.016,0.626,66.835
Pere Pons,lcm,29,0.505,2.655,0.034,0.356,0.495,67.605
Jesús Navas,lam,24,0.345,7.500,0.375,0.129,0.655,70.099
Pablo Sarabia,cam,33,0.373,4.515,0.242,0.174,0.627,68.550
P. Diop,lcm,16,0.423,3.625,0.062,0.420,0.577,65.327
Jurado,cam,22,0.388,2.727,0.045,0.013,0.613,64.226
Borja Lasso,cm,1,0.409,2.000,0.000,1.000,0.591,64.372
Javi Fuego,cm,24,0.472,3.583,0.000,0.300,0.528,66.872
S. N'Zonzi,cm,27,0.611,3.444,0.000,0.627,0.389,69.839
Ganso,cm,3,0.379,3.000,0.333,0.123,0.621,63.252
É. Banega,cm,34,0.577,8.794,0.235,0.628,0.423,77.511
Granero,cm,24,0.491,3.917,0.250,0.322,0.509,68.252
G. Pizarro,cm,22,0.519,2.773,0.000,0.331,0.481,66.290
H. Pérez,lam,12,0.373,3.250,0.167,0.000,0.627,63.761
T. Inui,ram,36,0.344,3.806,0.139,0.010,0.656,66.638
Dani García,rcm,32,0.587,7.469,0.031,0.637,0.413,75.168
Adrián,rcm,27,0.500,4.222,0.000,0.359,0.500,68.678
Recio,cm,21,0.522,6.524,0.286,0.629,0.478,71.107
Joan Jordán,cam,33,0.528,4.788,0.182,0.409,0.472,71.359
Rubén Peña,lam,25,0.462,7.160,0.240,0.485,0.538,71.786
Z. Kuzmanović,lcm,8,0.500,3.250,0.125,0.251,0.500,64.713
Juanpi,cam,10,0.465,2.300,0.100,0.162,0.535,63.866
Iván Alejo,lam,21,0.347,5.905,0.190,0.244,0.653,67.508
Jony,ram,5,0.397,7.600,0.200,0.341,0.603,65.920
Christian Rivera,cm,3,0.385,2.000,0.000,0.000,0.615,62.722
J. Narváez,lcm,5,0.455,2.600,0.000,0.000,0.545,63.842
A. Guardado,cm,31,0.549,6.645,0.258,0.548,0.451,74.161
Matías Nahuel,lam,5,0.484,2.200,0.200,0.345,0.516,64.304
Joaquín,cam,34,0.542,4.353,0.176,0.525,0.458,71.364
Víctor Camarasa,cm,19,0.537,1.789,0.053,0.374,0.463,65.277
Aleix Vidal,lam,11,0.342,1.636,0.000,0.000,0.658,62.078
Isco,ram,33,0.481,6.697,0.485,0.524,0.519,74.241
Pedro Mosquera,rcm,22,0.507,5.636,0.045,0.462,0.493,69.334
Casemiro,cm,34,0.644,6.441,0.118,0.630,0.356,75.295
Guilherme,cm,30,0.490,4.367,0.067,0.396,0.510,69.732
C. Borges,lcm,31,0.497,4.613,0.097,0.478,0.503,70.456
Fede Cartabia,lam,20,0.423,4.550,0.100,0.250,0.577,66.642
Bruno Gama,ram,3,0.444,2.333,0.333,0.432,0.556,63.430
Marco Asensio,cam,32,0.417,4.469,0.188,0.179,0.583,68.888
Marcos Llorente,lcm,9,0.528,1.778,0.000,0.382,0.472,64.062
Dani Parejo,cm,34,0.565,8.059,0.235,0.653,0.435,76.536
A. Halilović,lam,18,0.398,5.167,0.167,0.386,0.602,66.954
Jonathan Viera,cam,23,0.545,5.826,0.174,0.487,0.455,70.674
Medrán,cm,14,0.548,4.571,0.214,0.589,0.452,67.526
Tana,lcm,18,0.521,2.833,0.111,0.415,0.479,66.101
Vitolo,cam,14,0.373,2.214,0.143,0.112,0.627,63.215
Carlos Soler,lam,32,0.431,3.875,0.094,0.314,0.569,68.379
Gabriel,rcm,28,0.447,4.643,0.071,0.455,0.553,69.117
Omar Ramos,cam,22,0.404,3.818,0.409,0.132,0.596,66.775
Rubén Pérez,lcm,31,0.519,8.065,0.161,0.528,0.481,74.984
A. Szymanowski,ram,12,0.397,4.000,0.333,0.297,0.603,65.250
Burgui,ram,18,0.436,1.944,0.000,0.000,0.564,63.396
Alfonso Pedraza,ram,31,0.313,4.613,0.323,0.269,0.687,68.250
M. Wakaso,rcm,17,0.446,5.412,0.000,0.275,0.554,66.841
Ibai Gómez,lam,33,0.436,6.758,0.242,0.408,0.564,72.572
Eraso,cam,30,0.407,3.100,0.133,0.220,0.593,67.037
Tomás Pina,cm,28,0.592,3.571,0.071,0.524,0.408,69.993
Óscar Romero,lam,4,0.415,5.250,0.750,0.310,0.585,64.099
Manu García,cm,30,0.459,3.833,0.000,0.441,0.541,68.602
A. N'Diaye,cdm,3,0.467,3.333,0.000,0.427,0.533,63.492
Samu Castillejo,lam,28,0.433,4.643,0.286,0.493,0.567,69.724
Mikel Oyarzabal,cam,29,0.400,2.931,0.138,0.123,0.600,66.348
Denis Suárez,ram,11,0.439,1.909,0.364,0.289,0.561,64.128
Óscar Melendo,cam,9,0.439,2.333,0.222,0.100,0.561,63.826
Momo,ram,11,0.459,4.909,0.182,0.296,0.541,65.920
Thomas,lcm,28,0.554,4.250,0.036,0.283,0.446,69.600
Fabio González,lcm,1,0.429,1.000,0.000,1.000,0.571,64.304
Hernán,lcm,3,0.417,1.333,0.000,0.000,0.583,62.653
Benito Ramírez,ram,4,0.342,4.500,0.000,0.174,0.658,62.814
Álex Mula,cam,9,0.349,4.778,0.222,0.274,0.651,64.817
Javi Ontiveros,lam,11,0.418,3.182,0.273,0.049,0.582,64.307
Douglas Luiz,cm,8,0.455,1.625,0.125,0.249,0.545,63.557
G. Kondogbia,cm,31,0.623,4.742,0.032,0.539,0.377,72.228
M. Kovačić,rcm,17,0.510,1.706,0.000,0.342,0.490,64.440
M. Arambarri,cm,26,0.458,5.192,0.077,0.456,0.542,69.381
M. Krohn-Dehli,cm,17,0.447,3.294,0.059,0.360,0.553,65.335
Portillo,lam,30,0.394,3.733,0.033,0.095,0.606,66.955
N. Radoja,cm,17,0.460,1.765,0.000,0.091,0.540,63.546
Javi García,cdm,25,0.543,2.440,0.000,0.308,0.457,66.801
Vesga,rcm,9,0.490,3.444,0.111,0.227,0.510,64.777
Bebé,cam,8,0.314,6.250,0.625,0.203,0.686,65.869
A. Januzaj,cam,26,0.451,3.154,0.346,0.323,0.549,67.718
F. Valverde,rcm,20,0.567,3.500,0.100,0.606,0.433,67.926
Andreas Pereira,cam,18,0.352,4.722,0.278,0.436,0.648,66.460
N. Gaitán,ram,5,0.441,2.800,0.000,0.579,0.559,64.287
Samu García,cam,7,0.361,2.286,0.000,0.000,0.639,62.967
Erik Morán,cm,3,0.333,3.333,0.000,0.000,0.667,62.896
N. El Zhar,lam,28,0.440,3.429,0.143,0.195,0.560,67.377
E. Zidane,cm,1,0.381,1.000,0.000,1.000,0.619,64.253
D. Torres,cm,17,0.537,3.647,0.059,0.425,0.463,66.664
G. Escalante,lcm,23,0.442,3.261,0.087,0.076,0.558,65.809
J. Correa,ram,16,0.447,1.688,0.000,0.147,0.553,63.353
J. Geis,cdm,12,0.528,5.750,0.167,0.520,0.472,67.531
Keko,lam,17,0.365,3.824,0.176,0.189,0.635,64.949
A. Aquilani,cm,20,0.521,6.100,0.100,0.341,0.479,69.343
Víctor Sánchez,lcm,30,0.364,9.033,0.033,0.506,0.636,73.393
Iturraspe,lcm,27,0.566,5.667,0.222,0.488,0.434,72.062
Javi Castellano,cm,16,0.561,2.875,0.000,0.369,0.439,65.833
W. Montoya,lam,1,0.409,2.000,0.000,1.000,0.591,64.372
Aleix García,cm,16,0.596,4.312,0.188,0.579,0.404,68.181
Paulinho,lcm,25,0.403,1.880,0.040,0.000,0.597,63.968
Sergio Mora,cm,13,0.519,2.462,0.000,0.220,0.481,64.486
R. Boudebouz,lam,24,0.434,3.583,0.167,0.337,0.566,66.995
D. Brašanac,lcm,18,0.340,1.833,0.056,0.000,0.660,62.422
Marc Roca,rcm,7,0.500,2.286,0.000,0.427,0.500,64.182
A. Hjulsager,lam,1,0.429,1.000,0.000,1.000,0.571,64.304
E. Rolón,cm,5,0.432,3.400,0.000,0.432,0.568,64.362
Chory Castro,ram,26,0.408,8.192,0.462,0.590,0.592,73.397
Brais Méndez,lam,17,0.348,2.882,0.118,0.030,0.652,63.548
J. Montero,ram,3,0.387,3.667,0.000,0.345,0.613,63.301
F. Vázquez,cam,25,0.359,3.320,0.200,0.075,0.641,65.566
Zubeldía,cm,21,0.580,3.810,0.000,0.446,0.420,68.012
C. Doukouré,lcm,10,0.462,1.900,0.000,0.014,0.538,63.221
D. Cheryshev,ram,22,0.308,3.227,0.182,0.000,0.692,64.153
E. Çolak,cam,25,0.451,4.880,0.160,0.418,0.549,68.898
N. Maksimović,lcm,7,0.419,3.286,0.000,0.457,0.581,64.223
Dani Ceballos,cam,5,0.500,2.800,0.200,0.611,0.500,64.797
Ager Aketxe,lam,2,0.500,3.000,0.500,0.843,0.500,64.355
Gumbau,rcm,19,0.528,4.632,0.053,0.526,0.472,68.029
R. Soriano,cam,14,0.333,2.429,0.000,0.000,0.667,62.518
Fabián,lcm,30,0.568,3.267,0.000,0.544,0.432,69.653
Rubén Pardo,rcm,5,0.333,3.200,0.000,0.000,0.667,63.524
R. Guerra,lcm,2,0.391,1.500,0.500,0.000,0.609,63.595
E. Cecchini,lcm,1,0.455,2.000,0.000,1.000,0.545,64.420
Sergi Samper,lcm,2,0.333,3.500,0.000,0.000,0.667,63.562
Vicente Gómez,cm,16,0.457,3.125,0.125,0.308,0.543,65.221
Chuca,cam,2,0.346,3.000,0.000,0.000,0.654,63.503
Dani Raba,lam,20,0.506,3.450,0.100,0.369,0.494,66.756
A. Fernández,rcm,3,0.379,3.000,0.000,0.567,0.621,63.224
Mikel Rico,rcm,15,0.506,4.600,0.067,0.561,0.494,66.985
Timor,rcm,13,0.518,4.846,0.000,0.316,0.482,66.365
Edu Expósito,lcm,2,0.435,1.500,0.000,0.000,0.565,63.430
M. El Id,cdm,1,0.435,3.000,0.000,1.000,0.565,64.488
Imanol Sarriegi,lcm,1,0.381,1.000,0.000,1.000,0.619,64.253
M. Lacen,rcm,13,0.592,3.923,0.231,0.596,0.408,67.253
Dani Pacheco,ram,9,0.378,2.778,0.333,0.000,0.622,63.736
Carles Gil,lam,6,0.438,2.000,0.167,0.332,0.562,63.889
S. Lukić,cm,11,0.457,2.364,0.091,0.272,0.543,64.003
Julio Gracia,lam,1,0.381,1.000,0.000,1.000,0.619,64.253
G. Peñalba,cm,5,0.465,4.600,0.000,0.000,0.535,64.633
F. Orellana,cam,17,0.419,5.000,0.294,0.274,0.581,66.959
Jairo Samperio,cam,9,0.302,2.556,0.111,0.000,0.698,62.699
M. Iturra,lcm,18,0.550,4.944,0.222,0.477,0.450,68.677
M. Lestienne,lcm,12,0.377,4.083,0.250,0.000,0.623,64.550
Rubén Rochina,lcm,4,0.469,3.000,0.000,0.634,0.531,63.106
M. Ndockyt,rcm,2,0.409,1.000,0.000,0.000,0.591,63.293
S. Muntari,rcm,7,0.370,4.857,0.000,0.044,0.630,64.303
Ferrán Torres,lam,9,0.310,2.444,0.111,0.000,0.690,62.685
Pedro León,lam,12,0.363,9.583,0.250,0.559,0.637,69.052
Jon Guridi,ram,1,0.429,1.000,0.000,1.000,0.571,64.304
M. Flamini,lcm,7,0.389,2.286,0.000,0.000,0.611,63.127
Barri,cm,2,0.417,2.000,0.000,0.000,0.583,63.477
Eloi Amagat,ram,1,0.381,1.000,0.000,1.000,0.619,64.253
Lara,ram,1,0.381,1.000,0.000,1.000,0.619,64.253
Salem Al Dawsari,ram,3,0.548,3.667,0.000,0.123,0.452,63.663
Abdullah Otayf,cm,3,0.500,4.667,0.000,0.867,0.500,64.126
Y. Zhirkov,rcm,3,0.432,8.000,0.000,0.729,0.568,64.670
Taisir Al Jassim,lcm,2,0.391,1.500,0.000,0.000,0.609,63.341
Salman Al Faraj,rcm,3,0.521,9.333,1.000,0.788,0.479,66.010
R. Zobnin,cm,5,0.349,4.600,0.000,0.000,0.651,64.114
Y. Gazinskiy,cm,4,0.487,4.750,0.000,0.534,0.513,63.655
Yahya Al Shehri,lam,2,0.364,1.000,0.000,0.000,0.636,63.201
D. Kuzyaev,lcm,4,0.407,1.750,0.000,0.000,0.593,62.096
Hattan Bahbir,lam,3,0.346,2.000,0.000,0.000,0.654,62.610
Amr Warda,lam,3,0.324,4.667,0.000,0.134,0.676,63.256
N. Nández,lam,3,0.487,6.333,0.000,0.699,0.513,64.412
Abdallah Said,cam,3,0.389,5.333,0.000,0.583,0.611,63.827
Tarek Hamed,rcm,3,0.429,5.000,0.000,0.000,0.571,63.578
G. De Arrascaeta,cam,2,0.483,4.500,0.000,0.843,0.517,64.320
Trézéguet,ram,3,0.385,2.000,0.000,0.000,0.615,62.722
S. Morsy,rcm,1,0.429,1.000,0.000,1.000,0.571,64.304
C. Sánchez,lam,3,0.389,5.333,1.000,0.297,0.611,64.416
C. Rodríguez,ram,5,0.379,1.800,0.000,0.000,0.621,63.208
Mahmoud Kahraba,cam,1,0.391,3.000,0.000,1.000,0.609,64.441
Hussain Al Mogahwi,lam,2,0.464,4.000,0.000,0.798,0.536,64.182
Bruno Fernandes,ram,2,0.308,3.000,0.000,0.000,0.692,63.425
R. Saïss,cdm,2,0.515,6.500,0.000,0.826,0.485,64.718
H. Ziyech,cam,3,0.457,8.667,1.000,0.672,0.543,65.604
M. Boussoufa,cm,2,0.485,6.500,0.500,0.378,0.515,64.759
Y. Belhanda,lcm,3,0.385,2.000,0.000,0.000,0.615,62.722
M. Shojaei,lam,1,0.391,3.000,0.000,1.000,0.609,64.441
K. El Ahmadi,cm,2,0.484,5.500,0.000,0.224,0.516,64.282
O. Ebrahimi,lcm,3,0.529,4.667,0.333,0.718,0.471,64.382
V. Amiri,rcm,3,0.393,2.667,0.333,0.118,0.607,63.208
S. Amrabat,lam,1,0.429,1.000,0.000,1.000,0.571,64.304
N. Dirar,lcm,2,0.433,5.000,1.000,0.628,0.567,64.739
M. Carcela-González,ram,1,0.364,2.000,0.000,1.000,0.636,64.323
S. Ezatolahi,cdm,2,0.529,7.000,0.000,0.917,0.471,64.862
M. Milligan,cdm,3,0.541,5.667,0.000,0.876,0.459,64.492
M. Jedinak,lcm,3,0.474,6.000,0.000,0.542,0.526,64.215
T. Rogić,cam,3,0.520,1.667,0.000,1.000,0.480,63.521
D. Arzani,ram,3,0.360,1.667,0.333,0.000,0.640,62.812
Y. Yotún,rcm,3,0.477,8.000,0.333,0.736,0.523,65.048
C. Cueva,ram,3,0.500,2.667,0.000,0.654,0.500,63.537
