Player,PrimaryPosition,Games,Accelerations,LongCarries,Duels,WideRuns,CounterAttacks,AvgCarryDistance,RawRating
J. Arp,st,18,0.17,0.50,6.83,0.56,0.50,14.42,64.909
M. Zetterer,gk,1,0.00,0.00,0.00,0.00,0.00,0.00,30.000
V. Osimhen,ls,12,0.00,0.17,3.58,0.67,0.42,11.02,49.628
K. Danso,lb,16,0.44,1.25,2.88,1.25,0.44,16.29,60.007
S. Posch,lcb,9,0.67,1.67,1.89,2.44,1.89,15.10,64.228
M. Richter,ls,12,0.25,0.42,7.67,0.83,0.50,13.41,67.222
D. Selke,st,27,0.78,0.48,6.70,0.74,1.93,12.65,69.393
A. Barkok,cam,9,0.33,0.56,2.56,0.89,0.33,14.48,52.640
E. Insúa,rb,25,0.80,0.88,7.12,2.80,1.20,15.38,72.541
P. Olkowski,lb,5,1.00,0.80,4.60,2.20,1.00,15.70,68.122
A. Maier,lcm,17,0.82,0.94,2.76,1.06,1.47,14.75,62.228
R. Koch,lcb,26,0.15,0.88,1.42,0.58,0.23,15.87,46.421
Coke,lb,17,0.47,1.24,4.82,2.53,0.65,15.90,67.184
J. Sancho,ram,12,1.42,0.75,9.33,3.25,2.08,13.21,77.606
I. Fossum,rcm,19,0.37,0.68,4.11,1.16,0.74,13.46,60.547
K. Akpoguma,lb,22,0.18,1.45,2.41,1.82,0.14,18.54,58.158
T. Jantschke,lb,13,0.23,0.85,1.92,1.69,0.08,16.81,52.356
Dong-Won Ji,rw,3,0.00,0.00,0.33,0.00,0.00,6.25,30.000
J. Brooks,rcb,9,0.00,0.33,1.89,0.89,0.22,13.61,42.029
R. Zentner,gk,15,0.00,0.47,0.07,0.00,0.13,26.72,30.257
D. Blum,ram,2,0.00,0.50,2.50,1.50,0.50,14.29,49.821
O. Sorg,lb,22,0.23,0.91,2.45,1.55,0.36,14.06,54.725
A. Grgic,ram,1,0.00,0.00,2.00,0.00,0.00,18.28,36.820
C. Stanko,cdm,6,0.17,0.50,1.17,0.17,0.33,26.63,43.913
Juan Bernat,rb,11,0.73,1.82,9.18,2.91,0.82,19.99,76.842
M. Mittelstädt,rb,11,0.36,0.73,4.00,1.55,0.64,15.16,61.086
J. Drmic,ls,15,0.20,0.27,2.93,0.33,0.60,12.54,49.631
M. Esser,gk,3,0.00,0.33,0.00,0.00,0.67,22.34,30.000
Miiko Albornoz,rb,10,0.50,1.00,4.20,2.30,0.40,13.79,64.259
G. Holtmann,ram,17,1.65,0.71,5.65,2.24,1.94,15.72,73.259
K. Guédé,ls,2,0.00,0.50,3.00,0.00,0.50,34.11,53.295
R. Weidenfeller,gk,1,0.00,0.00,0.00,0.00,0.00,10.83,30.000
Y. Bisseck,lb,3,0.00,0.33,0.67,0.00,0.00,13.54,30.000
A. Ouahim,lam,1,0.00,0.00,7.00,1.00,0.00,2.00,60.317
N. Nartey,rb,1,0.00,0.00,1.00,0.00,0.00,0.00,30.000
A. Hack,rb,15,0.33,1.80,1.87,0.87,0.73,19.12,58.867
E. Berggreen,st,14,0.00,0.21,6.29,0.50,0.36,11.72,60.385
M. Friedl,rb,9,0.33,1.22,4.56,3.00,0.44,15.19,65.995
O. Wriedt,rs,1,0.00,0.00,2.00,0.00,0.00,0.00,30.000
B. Risa,rcb,2,0.50,0.50,2.00,0.50,0.00,12.55,49.379
T. Starke,gk,2,0.00,0.50,0.00,0.00,0.00,17.76,30.000
C. Führich,ram,2,0.50,0.00,7.50,0.50,0.00,15.98,66.215
F. Kusič,rb,1,0.00,0.00,1.00,0.00,0.00,1.20,30.000
N. Sarenren-Bazee,lam,7,0.00,0.43,4.14,1.00,0.14,15.34,55.053
O. Käuper,cm,1,0.00,0.00,7.00,0.00,0.00,14.54,60.714
J. Bruma,lb,11,0.00,2.27,1.00,0.91,0.18,20.98,54.559
M. Benger,cdm,1,0.00,0.00,0.00,0.00,0.00,10.67,30.000
R. Steffen,cm,15,0.47,0.47,2.73,1.40,0.40,12.54,55.063
M. Gulde,lcb,17,0.18,1.82,0.65,0.65,0.18,19.77,51.094
Omar Mascarell,cm,9,0.11,1.67,4.11,1.22,1.00,17.23,63.930
L. Höler,ls,13,0.23,1.08,8.62,2.54,0.31,13.86,72.104
M. Dräger,lam,2,0.50,0.00,2.50,0.00,0.00,4.72,44.359
J. Pollersbeck,gk,10,0.00,1.30,0.00,0.20,0.10,26.28,40.576
N. de Jong,cm,11,0.00,0.45,1.27,0.45,0.45,13.43,38.122
A. Ujah,st,11,0.00,0.27,1.55,0.18,0.18,16.81,37.317
T. Kraft,gk,4,0.00,1.00,0.00,0.00,0.00,28.27,36.819
R. Gikiewicz,gk,2,0.00,1.00,0.00,0.00,0.00,60.16,47.414
J. Elez,rb,10,0.20,2.60,0.70,1.60,0.20,24.13,59.038
E. Rexhbecaj,rcm,4,0.75,0.50,2.75,1.25,0.00,19.22,58.197
S. Jung,lb,2,0.00,0.00,1.50,1.50,0.00,12.03,36.318
M. Akanji,rcb,15,0.33,3.07,2.20,1.93,0.80,21.49,66.831
R. Zulj,cam,5,0.00,0.00,4.00,0.80,0.20,12.08,50.514
M. Rashica,ls,9,0.78,0.78,10.78,2.22,1.11,12.94,76.418
M. Fabián,cam,8,0.50,0.62,7.75,0.62,1.38,16.90,70.207
M. Reus,st,14,0.79,0.71,6.71,2.07,2.14,12.95,71.436
K. Jakob,rcb,2,0.00,1.50,2.00,1.00,0.00,39.35,57.328
S. Parker,rs,2,0.00,0.00,4.00,0.50,0.00,5.53,47.515
M. Egbo,lb,1,0.00,0.00,0.00,0.00,0.00,1.44,30.000
F. Müller,gk,5,0.00,0.80,0.00,0.00,0.00,26.22,33.429
J. Vagnoman,lb,1,0.00,0.00,1.00,0.00,0.00,0.00,30.000
C. Janker,lb,4,0.25,0.00,0.50,0.25,0.00,12.61,30.000
L. Maina,cam,2,1.50,0.00,4.00,1.00,0.50,7.28,63.935
M. Steinmann,cm,8,0.38,2.00,4.25,1.50,0.38,19.24,66.859
Pablo Ínsua,lb,1,0.00,1.00,0.00,0.00,0.00,31.24,37.981
J. Schieber,rw,3,0.00,0.00,1.67,0.33,0.00,12.43,32.931
C. Teuchert,rs,4,0.50,0.50,2.50,0.75,0.00,17.25,53.433
F. Mayer,lb,1,0.00,0.00,1.00,0.00,0.00,0.00,30.000
S. Ambrosius,lb,1,0.00,2.00,0.00,1.00,0.00,22.00,47.917
M. Gouaida,rcm,1,0.00,1.00,5.00,2.00,0.00,8.94,61.381
Sergio Gómez,cm,2,0.00,0.00,0.00,0.00,0.00,0.00,30.000
P. Jaeckel,lb,3,0.33,1.33,1.33,1.33,0.33,17.38,53.998
T. Strobl,rcm,4,0.00,0.25,1.25,0.50,0.00,8.94,31.714
T. Hübers,lb,5,0.20,0.80,2.60,0.40,0.40,13.19,51.735
R. Özcan,gk,1,0.00,0.00,0.00,0.00,0.00,0.00,30.000
L. Mai,lcb,2,0.00,2.00,1.00,0.00,0.00,21.66,50.412
F. Evina,rw,2,0.50,0.00,10.00,3.00,0.00,7.58,72.419
N. Dorsch,cm,1,2.00,0.00,9.00,0.00,0.00,9.07,74.298
M. Shabani,lam,1,0.00,0.00,11.00,3.00,0.00,10.53,72.263
M. Ćavar,lcm,1,1.00,0.00,1.00,0.00,1.00,4.18,45.704
A. Luthe,gk,2,0.00,0.50,0.00,0.00,0.00,13.81,30.000
P. Dárdai,rw,2,0.50,0.00,1.00,1.00,0.50,6.52,39.947
R. Baku,rcm,3,0.00,0.33,8.67,1.00,0.00,13.34,67.392
A. Meier,rs,1,0.00,0.00,0.00,0.00,2.00,0.00,30.000
S. Asta,lb,1,0.00,1.00,0.00,1.00,0.00,20.51,37.697
A. Nübel,gk,1,0.00,0.00,0.00,0.00,1.00,3.69,30.000
A. Baba,rb,1,2.00,0.00,3.00,1.00,1.00,9.30,65.434
E. Džeko,st,36,0.28,0.83,10.14,0.81,1.67,15.35,73.804
A. Kolarov,rb,38,1.50,2.53,7.26,4.89,0.89,18.21,78.821
J. Palomino,rcb,26,0.23,1.85,1.65,1.08,0.27,20.45,57.249
B. Cristante,lam,37,0.41,0.65,9.16,1.30,1.08,12.52,72.166
A. Petagna,ls,29,0.28,0.83,11.45,1.24,0.83,14.36,75.164
Juan Jesus,rb,22,0.09,1.27,1.64,0.59,0.32,17.71,50.558
D. Perotti,rw,25,1.88,2.20,14.64,3.40,1.20,19.60,83.829
A. Gómez,rw,33,1.82,2.03,15.39,3.48,1.97,18.22,84.189
J. Kurtič,cam,30,0.33,0.70,6.27,2.07,0.83,13.74,67.292
R. Gosens,rb,21,0.67,0.90,2.62,2.43,0.90,14.45,61.633
R. Freuler,rcm,35,0.57,1.83,6.46,1.77,0.71,17.49,71.824
K. Manolas,lb,29,0.17,1.93,1.24,0.55,0.38,19.81,54.648
A. Masiello,rb,31,0.29,1.65,1.29,1.97,0.52,17.98,56.989
Rafael Tolói,lb,31,0.55,1.97,2.16,2.10,0.94,18.96,64.153
G. Defrel,lw,15,0.40,0.20,4.13,0.67,1.33,9.21,57.961
Alisson,gk,42,0.00,0.90,0.21,0.02,0.24,29.04,38.683
K. Strootman,rcm,32,0.34,0.88,3.91,0.97,1.09,15.28,61.160
Bruno Peres,lb,18,0.72,1.83,4.44,3.28,0.56,19.13,70.368
H. Hateboer,lb,33,0.85,0.97,4.48,2.91,0.88,15.32,68.195
A. Cornelius,ls,26,0.23,0.50,7.12,0.65,0.92,14.63,66.582
J. Iličić,ls,31,0.94,1.06,15.13,1.68,2.16,15.92,81.329
M. de Roon,lcm,34,0.21,1.18,2.38,1.41,0.79,15.96,56.757
F. Fazio,rcb,35,0.06,2.40,2.09,0.86,0.54,20.59,60.184
L. Pellegrini,lam,28,0.75,1.04,5.18,1.43,1.21,14.01,68.008
F. Di Francesco,st,24,0.62,0.96,7.79,2.67,1.21,13.98,72.868
D. Maietta,rcb,7,0.14,1.14,1.71,1.43,0.14,18.80,52.432
S. De Maio,lcb,26,0.15,1.77,0.96,0.73,0.31,22.58,53.044
A. Mirante,gk,33,0.00,0.91,0.09,0.03,0.21,28.05,37.330
N. N'Koulou,lb,37,0.14,1.54,2.03,0.97,0.49,17.82,55.738
E. Moretti,rb,22,0.05,2.14,1.18,1.05,0.32,19.32,55.148
A. Acquah,lcm,22,0.32,0.95,3.41,0.59,0.86,20.50,59.641
C. Molinaro,rb,20,1.20,1.35,3.90,3.15,0.15,15.92,69.458
V. Torosidis,lb,16,0.00,0.69,1.75,1.44,0.12,14.53,46.172
A. Belotti,st,32,0.81,0.53,12.00,1.00,2.12,15.81,77.458
S. Taïder,cm,9,0.00,0.67,2.89,0.33,0.44,21.21,51.636
A. Masina,rb,34,0.35,1.29,5.21,3.32,0.50,16.46,68.283
Iago Falqué,lw,37,0.51,1.11,10.49,2.59,1.57,14.60,76.463
S. Verdi,ls,34,0.94,0.91,13.65,2.26,1.82,14.43,80.106
J. Obi,rcm,22,0.36,0.45,3.91,0.91,0.64,14.58,58.340
M. Destro,st,26,0.27,0.58,7.42,0.77,0.65,14.69,67.549
E. Pulgar,cm,32,0.25,1.38,2.91,0.81,1.00,15.79,59.316
A. Poli,lcm,32,0.28,0.94,6.16,1.62,0.94,15.04,67.318
A. Ljajić,rs,30,1.07,1.70,7.47,3.13,1.50,16.54,75.993
Álex Berenguer,rw,22,1.14,1.14,9.32,2.45,1.14,16.14,76.708
G. Donsah,rcm,28,0.79,0.93,5.54,1.50,1.21,14.70,68.720
T. Rincón,cm,36,0.33,0.75,7.58,0.97,0.83,13.43,68.975
R. Palacio,st,28,0.75,1.11,13.64,2.07,1.68,16.37,79.897
P. Cutrone,st,28,0.29,0.39,5.61,0.54,1.04,12.88,62.520
M. Locatelli,cm,21,0.38,0.57,1.71,0.33,0.67,15.91,49.080
F. Kessié,lam,37,1.11,1.35,9.76,1.89,1.57,15.21,77.319
M. Musacchio,lb,15,0.00,2.60,1.33,1.13,0.40,19.78,58.295
Suso,lw,35,0.91,0.77,16.17,2.77,2.14,15.55,82.046
M. Trotta,ls,34,0.62,0.82,7.15,1.50,1.65,13.99,70.929
R. Mandragora,rcm,36,0.31,0.69,3.25,0.97,0.75,14.08,56.974
F. Ceccherini,lcb,37,0.14,1.46,2.03,0.62,0.35,18.25,54.351
D. Faraoni,lb,28,0.57,0.82,3.25,1.86,1.00,15.82,61.920
A. Barberis,lcm,38,0.08,0.92,3.50,1.34,0.79,14.19,57.821
A. Conti,lb,2,0.00,2.50,2.50,3.50,0.00,20.05,64.292
A. Cordaz,gk,38,0.05,0.95,0.00,0.00,0.21,40.23,42.325
L. Cabrera,rb,13,0.31,0.92,1.08,0.85,0.54,19.31,49.436
A. Budimir,st,21,0.33,0.76,9.19,1.57,0.76,13.03,72.199
A. Stoian,rw,32,1.09,1.28,7.34,2.34,1.84,16.03,74.869
B. Martella,rb,30,1.00,1.57,3.80,2.80,0.77,16.94,69.288
N. Dussenne,lcb,1,0.00,0.00,1.00,0.00,0.00,7.30,30.000
F. Borini,st,29,0.66,0.69,5.17,2.41,0.59,13.93,66.758
M. Rohdén,cm,26,0.62,0.50,3.85,1.35,1.12,13.13,61.604
G. Donnarumma,gk,38,0.03,0.42,0.03,0.00,0.45,33.44,34.377
A. Nalini,rs,23,0.61,0.83,8.22,2.30,1.09,14.70,72.839
André Silva,st,26,0.42,0.35,5.85,0.54,0.81,14.50,63.823
I. Abate,lb,17,0.47,1.24,1.71,2.59,0.53,16.56,58.752
M. Izco,lcm,5,0.20,0.20,3.00,0.40,0.40,11.76,48.917
J. Mauri,lam,1,0.00,0.00,0.00,0.00,0.00,0.00,30.000
K. Koulibaly,rb,38,0.24,2.58,1.50,1.29,0.16,19.83,60.554
M. Zaccagni,cm,6,0.17,0.50,3.33,0.00,0.67,15.83,52.940
S. Souprayen,rb,22,0.32,0.86,2.32,1.68,0.18,14.53,54.822
T. Heurtaux,rcb,17,0.00,1.00,0.47,0.29,0.35,17.15,38.664
D. Verde,st,30,1.03,1.00,4.27,2.40,1.37,17.04,68.916
A. Diawara,rcm,18,0.06,0.33,1.61,0.56,0.33,16.62,41.352
F. Ghoulam,rb,11,0.91,2.36,4.09,4.82,0.27,20.70,72.958
M. Büchel,rcm,23,0.00,0.74,4.17,0.96,0.48,13.65,57.201
M. Cáceres,lcb,25,0.32,1.28,2.44,1.56,0.56,17.93,58.735
Daniel Bessa,rcm,28,0.68,1.00,6.21,1.21,1.61,16.12,69.929
Pepe Reina,gk,37,0.00,0.70,0.05,0.05,0.46,29.96,36.412
Nicolas,gk,36,0.00,0.75,0.11,0.00,0.42,26.84,35.788
A. Ferrari,lb,25,0.36,1.12,3.88,2.36,0.60,14.71,63.439
Rômulo,lcm,37,2.81,2.03,8.73,3.32,1.59,19.60,81.643
A. Cerci,lw,24,1.38,0.83,9.33,1.75,1.46,15.28,76.623
José Callejón,lw,38,0.39,0.82,3.89,1.50,0.97,14.52,61.738
M. Fares,rw,30,1.17,1.80,7.17,2.87,1.30,17.48,75.893
Allan,lam,38,0.79,1.21,8.97,1.55,0.87,15.04,74.652
G. Pazzini,st,28,0.11,0.25,4.93,0.36,0.39,14.17,57.100
M. Valoti,rcm,26,0.15,0.46,4.73,1.50,0.54,12.07,59.777
G. Simeone,st,38,0.45,0.68,9.84,1.66,2.11,12.31,74.338
C. Sánchez,cm,26,0.00,0.46,2.46,0.35,0.58,14.85,46.570
D. Astori,rb,25,0.16,2.60,2.24,1.08,0.56,20.50,62.644
N. Tomović,lcb,29,0.14,1.14,1.24,1.24,0.28,16.16,49.289
João Miranda,rcb,36,0.06,1.67,2.11,0.67,0.81,19.43,56.360
Y. Nagatomo,rb,15,0.20,0.33,3.73,2.27,0.13,11.44,56.541
M. Icardi,st,34,0.29,0.47,4.44,0.26,1.44,14.71,59.907
Vitor Hugo,rcb,19,0.00,0.79,0.84,0.47,0.42,21.40,41.477
M. Benassi,lam,35,0.57,0.83,3.94,1.94,1.11,13.64,63.834
Borja Valero,cm,36,0.61,1.50,4.31,0.92,1.00,18.73,66.618
J. Veretout,rcm,36,0.92,1.75,5.06,2.11,2.08,16.18,72.034
M. Vecino,lcm,34,0.79,1.18,5.15,0.88,1.15,14.83,68.058
D. D'Ambrosio,lcb,34,0.56,1.18,3.88,1.85,0.50,15.28,64.246
S. Handanovič,gk,38,0.00,0.66,0.00,0.00,0.74,36.82,38.997
M. Olivera,rb,7,0.29,0.71,1.29,1.14,0.57,14.69,48.256
M. Sportiello,gk,37,0.00,0.59,0.08,0.03,0.24,35.65,36.633
S. Cristóforo,cm,7,0.14,0.43,4.14,0.29,0.43,15.06,55.567
K. Babacar,st,29,0.14,0.45,4.48,0.41,0.97,14.94,58.111
R. Gagliardini,cm,30,0.37,0.93,3.43,0.63,0.83,15.21,59.163
R. Zekhnini,rw,1,1.00,0.00,0.00,0.00,0.00,0.00,33.333
P. Dybala,ls,34,0.94,0.85,11.82,1.59,1.53,13.58,77.968
D. Rugani,lcb,22,0.05,1.41,0.95,0.73,0.14,18.37,47.546
P. Faragò,lam,35,0.63,0.89,5.34,2.46,0.69,14.72,67.846
S. Padoin,rcm,37,0.46,0.70,4.24,1.89,0.27,14.29,62.240
Alex Sandro,rb,26,1.00,1.23,9.31,2.81,0.46,16.30,76.307
M. Pjanić,cm,31,0.35,1.26,3.74,0.81,1.35,16.60,62.761
G. Higuaín,st,38,0.79,0.84,10.92,0.74,1.84,15.92,76.463
N. Barella,lcm,34,1.03,1.38,9.21,2.03,1.44,14.80,76.557
A. Cragno,gk,29,0.00,0.62,0.03,0.00,0.14,24.96,31.342
A. Ioniţă,cm,36,0.50,0.56,4.50,1.47,0.47,11.68,61.947
Diego Farias,rs,28,0.89,0.68,7.89,1.61,1.64,13.33,72.877
M. Capuano,rb,25,0.36,1.16,1.28,0.80,0.32,16.95,51.585
J. Cuadrado,lam,25,0.76,1.08,9.56,2.60,1.24,15.50,75.933
L. Cigarini,cm,26,0.19,1.15,3.08,0.62,1.04,16.83,58.182
M. Andreolli,lcb,23,0.00,1.43,0.43,0.52,0.35,18.12,43.994
F. Pisacane,rcb,24,0.29,1.67,1.71,1.29,0.25,19.35,57.177
C. Marchisio,cm,15,0.20,0.40,2.80,0.33,0.53,14.27,50.234
João Pedro,cam,22,0.45,1.00,8.23,1.18,1.00,13.98,71.677
Douglas Costa,cam,33,1.61,0.94,11.48,2.27,1.58,15.77,79.693
D. Dessena,lcm,17,0.29,0.47,1.88,0.59,0.53,15.79,48.304
M. Sau,st,29,0.41,0.28,5.21,0.66,1.03,11.43,61.749
S. de Vrij,rcb,36,0.11,2.89,0.69,0.36,0.56,20.88,57.655
S. Milinković-Savić,ram,38,0.79,1.37,12.13,1.76,2.16,15.17,79.059
S. Palombi,ls,1,0.00,0.00,6.00,0.00,0.00,0.00,54.545
A. Gomis,gk,26,0.04,0.73,0.00,0.00,0.27,22.53,32.916
S. Väisänen,rcb,7,0.14,2.14,1.14,1.71,0.86,22.44,58.752
F. Viviani,cm,29,0.24,0.97,4.48,0.66,0.52,15.81,61.273
F. Vicari,lcb,34,0.00,1.50,0.62,0.38,0.18,18.94,45.018
F. Costa,rb,23,0.74,0.70,4.70,2.09,0.57,15.30,65.935
D. Basta,lb,11,0.45,1.18,2.64,2.27,0.27,17.45,60.601
L. Mora,ram,17,0.00,0.53,3.71,0.94,0.47,18.82,55.145
M. Lazzari,lam,36,2.64,2.28,12.86,4.78,1.56,17.20,84.327
P. Schiattarella,lcm,31,0.35,1.13,5.13,0.84,0.94,17.43,65.442
M. Oikonomou,lb,4,0.00,0.25,0.75,0.00,0.00,15.23,30.000
Wallace,lcb,13,0.31,2.77,1.46,2.54,0.31,18.84,63.635
A. Paloschi,st,35,0.03,0.54,5.89,0.49,0.71,16.44,62.103
Ş. Radu,rb,31,1.19,2.71,2.84,2.71,1.03,20.82,71.909
Luis Alberto,ram,34,1.82,1.29,8.74,1.71,3.12,16.60,78.703
S. Floccari,st,20,0.20,0.40,7.10,0.95,0.90,13.87,66.259
S. Lulić,ram,35,1.51,1.20,8.11,3.29,1.37,15.48,77.067
T. Strakosha,gk,38,0.00,0.24,0.11,0.00,0.32,28.52,30.000
M. Cremonesi,rb,5,0.20,1.60,0.80,1.20,0.00,22.06,51.936
M. Borriello,st,15,0.20,0.60,5.53,0.67,0.73,13.40,62.416
A. Marušić,lam,32,0.88,0.66,7.06,2.12,0.72,14.63,71.244
F. Caicedo,st,22,0.14,0.05,3.18,0.18,0.77,8.03,47.201
F. Mattiello,rb,29,1.66,1.31,5.97,2.59,0.52,15.33,74.210
F. Quagliarella,st,35,0.29,0.54,8.46,1.14,1.14,14.41,70.325
M. Silvestre,lb,34,0.03,1.65,1.24,0.68,0.26,19.00,50.979
V. Regini,rb,14,0.71,1.57,2.57,2.57,0.36,17.49,64.421
É. Barreto,lam,28,0.07,0.36,3.29,1.96,0.54,13.42,54.216
G. Letizia,rcb,29,2.03,1.90,7.14,3.24,1.48,18.25,78.581
J. Sala,lb,13,0.23,1.23,3.54,2.54,0.38,15.65,62.137
V. Belec,gk,15,0.00,0.20,0.20,0.00,0.13,26.64,30.000
L. Torreira,cm,41,0.05,1.27,5.49,0.71,0.85,16.04,64.525
M. Coda,st,24,0.42,0.33,6.54,0.67,1.83,12.70,66.596
L. Venuti,lcb,31,0.97,1.35,4.19,2.19,0.45,16.64,68.354
D. Praet,cam,32,0.78,1.72,8.31,2.66,1.28,15.92,75.738
A. Ciciretti,lw,12,0.58,1.33,8.08,2.50,0.75,15.67,73.615
F. Lucioni,rcb,8,0.25,1.12,1.00,0.38,1.12,18.03,49.820
A. Costa,rb,16,0.31,2.31,0.56,0.56,0.38,19.68,55.615
D. Pavlovic,rb,11,0.18,0.64,0.64,1.27,0.36,15.64,42.166
L. Del Pinto,cm,15,0.07,0.67,2.73,0.53,0.27,15.80,50.445
D. Cataldi,cm,29,0.59,1.45,4.14,1.31,1.41,15.68,66.492
C. Puggioni,gk,23,0.00,0.74,0.04,0.00,0.26,27.74,34.807
G. Caprari,rs,34,0.56,0.50,8.18,1.29,0.85,13.67,70.727
M. D'Alessandro,rs,16,2.00,1.25,10.31,2.81,1.75,18.59,80.314
G. Ramírez,cam,37,0.43,0.89,10.30,0.78,0.86,14.74,74.063
G. Puşcaş,st,11,0.55,0.45,6.82,0.55,1.00,13.57,67.352
F. Bonazzoli,ls,12,0.08,0.08,1.83,0.50,0.33,11.53,38.726
K. Linetty,ram,29,0.97,1.10,6.45,1.79,0.97,15.00,71.666
G. Di Chiara,rb,13,0.85,1.54,2.54,2.54,0.54,19.96,65.512
N. Viola,rcm,24,0.88,1.21,7.54,1.08,1.75,15.28,73.294
K. Cissé,rw,2,0.00,0.00,1.00,0.00,0.00,0.00,30.000
F. Đuričić,ram,16,2.69,0.56,9.25,0.88,2.19,15.41,79.265
A. Galabinov,st,20,0.15,0.55,9.45,1.15,1.00,13.95,71.301
Miguel Veloso,cm,22,0.41,1.09,2.00,0.73,0.68,15.29,55.069
S. Gentiletti,rb,4,0.00,1.50,0.25,1.00,0.00,19.80,44.383
L. Rossettini,lcb,23,0.09,1.00,0.43,0.74,0.30,16.82,41.280
D. Biraschi,lb,23,0.70,1.43,4.43,1.65,0.65,18.72,67.563
D. Lazović,lam,21,1.19,0.62,4.29,1.38,0.76,16.80,66.891
A. Bertolacci,rcm,33,0.39,1.03,5.88,1.21,0.73,14.94,66.944
D. Falcinelli,st,32,0.19,0.53,8.50,0.59,0.47,13.07,68.653
Pol Lirola,lb,24,1.00,1.29,5.04,3.25,0.67,17.95,71.156
D. Berardi,ls,31,1.23,0.94,8.97,1.58,2.45,15.03,76.419
S. Sensi,cm,17,0.65,0.88,4.41,0.71,1.35,16.17,64.766
M. Politano,st,36,1.78,1.67,12.25,3.06,2.25,16.35,81.927
A. Duncan,ram,26,0.69,0.92,8.12,2.19,2.31,14.37,73.957
F. Magnanelli,cm,32,0.06,1.06,3.91,1.03,1.03,15.50,59.880
M. Perin,gk,37,0.00,0.70,0.03,0.00,0.22,30.53,35.198
G. Pandev,st,32,0.75,0.38,9.41,0.44,1.59,14.32,73.083
A. Consigli,gk,37,0.00,0.62,0.08,0.00,0.46,33.51,36.860
F. Acerbi,rcb,38,0.50,1.42,2.34,0.95,0.92,17.29,60.072
D. Laxalt,ram,36,1.67,1.31,8.19,3.56,0.83,14.16,77.500
P. Cannavaro,lcb,18,0.11,1.06,0.67,0.17,0.22,20.11,42.711
F. Peluso,rb,31,0.32,0.94,1.55,2.19,0.16,15.49,53.314
A. Taarabt,ram,22,1.45,0.95,11.68,1.59,2.09,13.94,79.414
R. Palladino,rw,4,0.25,1.00,5.75,2.00,0.75,11.72,66.298
S. Missiroli,lcm,35,0.69,1.37,4.20,1.74,1.09,16.66,67.146
A. Ragusa,rs,30,0.43,0.47,3.30,0.83,0.57,14.71,56.593
S. Omeonga,lcm,19,0.58,0.79,4.37,1.26,0.58,15.59,63.505
A. Matri,st,23,0.04,0.30,5.35,0.35,0.61,13.14,58.501
E. Salcedo,rs,2,0.00,0.00,2.50,0.00,0.00,0.00,33.333
I. Radovanović,cm,35,0.06,1.11,3.29,0.46,0.71,16.02,56.472
M. Gobbi,rb,24,0.92,1.83,2.67,3.58,0.50,16.52,67.900
R. Inglese,st,34,0.26,0.56,11.21,0.79,1.50,13.44,74.392
B. Nuytinck,rcb,27,0.04,1.70,0.67,0.89,0.33,18.01,49.118
S. Scuffet,gk,6,0.00,0.33,0.00,0.00,0.17,24.13,30.000
L. Castro,lcm,25,1.00,1.44,7.92,2.08,2.40,15.01,75.693
G. Pezzella,rb,15,0.67,0.40,4.67,1.60,0.20,12.48,62.846
A. Gamberini,rcb,23,0.00,0.78,0.61,0.22,0.00,16.68,35.279
V. Birsa,cam,35,0.63,1.40,7.20,1.77,1.49,17.00,72.752
G. Angella,lcb,12,0.00,0.42,0.58,0.50,0.33,13.46,31.489
F. Cacciatore,lb,33,0.27,1.03,3.55,2.58,0.97,16.19,62.561
P. Hetemaj,rcm,32,0.59,1.38,8.25,2.16,1.19,15.52,74.019
D. Dainelli,lcb,21,0.00,1.33,1.10,0.33,0.48,18.05,46.823
M. Pucciarelli,st,22,0.32,0.68,5.36,0.95,0.55,15.28,63.492
C. Théréau,rs,22,1.18,1.18,8.00,1.68,2.00,17.23,75.526
J. Jankto,ram,36,1.39,1.08,3.92,1.86,1.72,14.18,69.724
R. de Paul,cam,37,1.43,1.00,10.59,2.16,2.41,13.97,78.865
S. Fofana,cm,27,1.15,0.96,6.67,1.00,1.63,15.27,72.315
K. Lasagna,st,29,0.76,0.72,5.10,1.07,2.10,12.73,67.339
S. Sorrentino,gk,38,0.00,0.53,0.05,0.00,0.29,26.77,31.745
Samir,rb,31,0.42,1.29,3.23,1.52,0.48,20.90,62.277
S. Perica,st,22,0.09,0.32,7.05,0.73,1.00,12.46,64.880
L. Garritano,rcm,11,0.55,0.36,1.82,0.64,0.73,13.86,50.505
N. Rigoni,cm,14,0.07,0.43,1.64,0.29,0.71,13.89,42.254
S. Pellissier,st,19,0.21,0.26,2.05,0.21,0.26,14.29,43.977
F. Ceravolo,st,1,0.00,1.00,8.00,2.00,1.00,13.83,70.045
F. Helander,rb,29,0.07,2.45,1.45,1.76,0.24,19.35,59.219
I. M'baye,lb,25,0.32,1.28,4.72,2.36,0.40,17.66,65.994
L. Crisetig,rcm,8,0.00,0.62,3.12,0.62,0.38,14.12,51.306
Lucas Leiva,cm,36,0.14,1.25,3.03,0.50,1.50,16.95,58.670
B. Cesar,rcb,10,0.10,0.90,0.60,0.30,0.30,18.58,40.680
M. Sampirisi,lb,31,0.23,0.84,1.94,1.42,0.19,16.34,51.838
B. Zuculini,cm,16,0.00,1.12,1.44,0.75,0.38,16.23,47.363
