Player,PrimaryPosition,Games,pass_acc,through_acc,freekick_acc,assists_pg,avg_pg,consistency,turnover_rate,Rating
S. Koita,rw,6,0.684,0.000,0.000,0.167,9.500,0.394,0.316,76.57
Dani Alves,lb,25,0.858,0.419,0.441,0.720,73.320,0.953,0.142,90.83
Marquinhos,lb,27,0.941,0.318,0.000,0.037,58.259,0.961,0.059,87.94
M. Bodmer,cb,13,0.847,0.222,1.000,0.077,20.077,0.742,0.153,80.19
P. Gouano,lb,32,0.858,0.333,0.500,0.031,31.938,0.889,0.142,82.38
O. El Hajjam,lb,25,0.720,0.059,0.306,0.160,32.840,0.893,0.280,78.02
T. Ndombèlé,cm,35,0.900,0.375,0.667,0.457,44.514,0.925,0.100,88.58
I. Cissokho,lb,19,0.782,0.429,0.417,0.105,33.053,0.867,0.218,80.21
K. Adénon,cb,33,0.863,0.200,0.000,0.000,33.485,0.909,0.137,82.04
T. Monconduit,cm,34,0.826,0.250,0.833,0.088,40.000,0.919,0.174,83.00
M. Verratti,lcm,22,0.918,0.375,0.545,0.364,88.364,0.959,0.082,91.87
A. Rabiot,rcm,33,0.929,0.455,0.571,0.182,64.182,0.915,0.071,90.30
Thiago Silva,cb,30,0.954,0.500,0.000,0.000,63.367,0.968,0.046,89.48
Á. di María,cam,33,0.749,0.260,0.237,0.545,36.091,0.771,0.251,81.17
L. Kurzawa,rb,20,0.864,0.333,0.385,0.150,45.950,0.951,0.136,84.26
A. Aréola,gk,34,0.939,0.000,0.000,0.000,15.382,0.920,0.061,82.15
J. Pastore,cam,25,0.836,0.473,0.455,0.240,39.720,0.864,0.164,83.49
G. Fofana,lcm,16,0.747,0.000,0.400,0.125,14.562,0.528,0.253,75.99
R. Gurtner,gk,37,0.767,0.000,0.000,0.000,17.162,0.868,0.233,75.85
H. Manzala,ram,37,0.756,0.250,0.571,0.081,17.622,0.763,0.244,76.44
E. Cavani,st,36,0.801,0.423,0.231,0.250,15.806,0.878,0.199,79.49
P. Kimpembe,rb,29,0.951,0.286,0.250,0.069,62.793,0.970,0.049,89.45
C. Charrier,cam,3,0.828,0.333,1.000,0.000,21.333,0.941,0.172,80.11
E. Bourgaud,lcm,17,0.739,0.300,0.364,0.235,14.882,0.785,0.261,77.45
B. Labeau,st,2,1.000,0.000,0.000,0.000,2.000,1.000,0.000,80.44
Gonçalo Guedes,rw,37,0.803,0.381,0.511,0.351,26.189,0.874,0.197,81.70
A. Pléa,rw,35,0.810,0.343,0.214,0.114,28.514,0.896,0.190,80.56
R. Walter,cm,19,0.883,0.500,0.250,0.053,32.789,0.893,0.117,82.81
Dante,cb,33,0.927,0.286,1.000,0.061,66.970,0.942,0.073,90.11
Y. Cardinale,gk,11,0.945,0.000,0.000,0.000,16.545,0.935,0.055,81.47
M. Le Marchand,rb,29,0.896,0.250,0.261,0.103,61.138,0.934,0.104,87.36
O. Selnæs,cdm,26,0.867,0.344,0.250,0.115,45.615,0.917,0.133,84.44
S. Janko,lb,21,0.771,0.250,0.353,0.143,27.810,0.718,0.229,78.62
V. Eysseric,cam,21,0.826,0.222,0.308,0.190,20.476,0.724,0.174,79.65
A. Dioussé,rcm,25,0.882,0.143,0.000,0.080,32.760,0.770,0.118,82.03
S. Ruffier,gk,34,0.859,0.000,0.000,0.000,19.971,0.883,0.141,79.69
L. Perrin,cb,28,0.905,0.450,0.000,0.071,51.429,0.952,0.095,86.41
K. Théophile Catherine,cb,24,0.844,0.143,0.750,0.042,43.958,0.897,0.156,83.01
J. Bamba,lw,34,0.788,0.483,0.366,0.324,30.941,0.862,0.212,81.54
R. Hamouma,lw,28,0.774,0.308,0.440,0.250,19.000,0.878,0.226,79.01
A. Souquet,lb,29,0.873,0.250,0.438,0.138,48.138,0.941,0.127,85.42
M. Sarr,rb,21,0.898,0.077,0.200,0.048,49.048,0.915,0.102,84.55
V. Koziello,cm,27,0.920,0.125,0.250,0.074,40.037,0.910,0.080,84.98
R. Pierre-Gabriel,cb,16,0.851,0.375,0.000,0.125,30.188,0.914,0.149,81.60
O. Tannane,lw,16,0.784,0.211,0.500,0.125,18.188,0.805,0.216,78.54
B. Dabo,cm,26,0.816,0.176,0.385,0.308,33.885,0.895,0.184,82.24
B. Srarfi,lam,26,0.830,0.000,0.750,0.038,13.808,0.677,0.170,77.98
P. Lees Melou,cm,34,0.845,0.382,0.308,0.265,44.676,0.920,0.155,85.05
V. Marcel,ram,1,0.882,0.000,0.000,0.000,17.000,1.000,0.118,80.06
L. Diony,st,16,0.735,0.500,0.000,0.125,9.438,0.818,0.265,76.60
J. Makengo,ram,5,0.914,0.000,0.400,0.000,21.000,0.940,0.086,80.78
R. Souici,lb,1,1.000,0.000,0.000,0.000,5.000,1.000,0.000,80.26
A. Tameze,cm,26,0.926,0.188,0.500,0.077,48.269,0.955,0.074,86.57
A. Niane,st,33,0.748,0.500,0.286,0.061,13.939,0.852,0.252,76.30
B. Nivet,cam,26,0.800,0.355,0.286,0.192,25.423,0.867,0.200,80.20
B. André,cm,34,0.834,0.229,0.471,0.118,49.471,0.918,0.166,84.27
R. Bensebaini,rb,29,0.794,0.286,0.308,0.207,40.966,0.883,0.206,81.94
M. Samassa,gk,21,0.840,0.000,0.000,0.000,15.476,0.876,0.160,78.71
T. Dingomé,rcm,14,0.813,0.333,0.333,0.500,41.929,0.888,0.187,83.10
L. Baal,rb,17,0.817,0.167,0.500,0.118,38.824,0.904,0.183,81.57
A. Diallo,gk,3,0.792,0.000,0.000,0.000,16.000,0.818,0.208,79.27
B. Bourigeaud,lam,37,0.797,0.174,0.288,0.459,39.514,0.900,0.203,83.47
F. Maouassa,ram,18,0.749,0.200,0.167,0.111,13.500,0.699,0.251,76.36
J. Gnagnon,cb,35,0.924,0.083,0.000,0.000,34.857,0.899,0.076,84.20
K. Azamoum,lcm,30,0.767,0.412,0.267,0.067,27.367,0.889,0.233,78.80
A. Hunou,cam,23,0.826,0.000,0.286,0.043,20.739,0.822,0.174,79.01
H. Traoré,lb,30,0.793,0.100,0.293,0.300,46.000,0.873,0.207,82.74
S. Darbion,ram,23,0.793,0.455,0.396,0.304,28.174,0.888,0.207,81.16
J. Obiang,rb,8,0.753,0.000,0.400,0.000,24.250,0.852,0.247,78.48
O. Vizcarrondo,cb,20,0.856,0.333,0.000,0.000,37.550,0.738,0.144,81.35
C. Hérelle,rb,34,0.865,0.389,0.000,0.059,35.618,0.906,0.135,83.03
M. Deplagne,lb,28,0.826,0.429,0.323,0.179,36.286,0.919,0.174,82.66
I. Sarr,cam,27,0.790,0.500,0.143,0.259,17.630,0.764,0.210,78.95
S. Grandsir,lw,36,0.751,0.367,0.404,0.222,24.861,0.857,0.249,78.61
F. Mubele,lw,30,0.679,0.300,0.320,0.233,12.567,0.743,0.321,74.09
J. Lea Siliki,cam,30,0.742,0.222,0.385,0.167,21.333,0.847,0.258,77.37
J. Tell,lw,6,0.800,0.000,0.000,0.000,4.167,0.751,0.200,78.13
S. Khaoui,cam,33,0.773,0.304,0.556,0.273,19.242,0.708,0.227,78.32
J. Tinhan,lw,5,0.474,0.000,0.000,0.000,3.800,0.550,0.526,74.34
Y. Andreu,rb,23,0.816,0.200,0.476,0.261,39.957,0.938,0.184,82.83
G. Kakuta,cam,36,0.709,0.197,0.362,0.361,33.278,0.863,0.291,78.72
E. Crivelli,st,26,0.752,0.000,0.000,0.231,12.077,0.804,0.248,76.26
B. Dibassy,rb,32,0.803,0.143,0.429,0.094,32.781,0.883,0.197,80.51
J. Dompé,lam,1,0.429,0.000,0.000,0.000,14.000,1.000,0.571,78.80
G. N'Gosso,cm,12,0.869,0.250,1.000,0.083,26.750,0.891,0.131,81.67
C. Philipps,cdm,11,0.830,0.333,0.500,0.182,39.000,0.881,0.170,81.80
J. Rivierez,lb,26,0.786,0.000,0.500,0.154,28.462,0.836,0.214,79.40
O. Nguette,rw,17,0.803,0.600,0.250,0.118,13.765,0.717,0.197,78.56
M. Niakhaté,rb,35,0.838,0.167,0.500,0.000,37.457,0.880,0.162,81.92
Jonathan Cafu,rw,18,0.815,0.500,0.333,0.167,16.556,0.881,0.185,79.87
D. Da Silva,cb,32,0.874,0.167,0.000,0.000,39.812,0.921,0.126,83.17
H. Maïga,lcm,13,0.788,0.286,0.308,0.231,25.385,0.654,0.212,79.27
Gabriel Silva,rb,25,0.791,0.286,0.429,0.200,33.360,0.846,0.209,80.78
A. Diakhaby,rw,19,0.734,0.333,0.111,0.105,10.105,0.522,0.266,74.94
A. Bouka Moutou,rb,5,0.793,0.000,0.667,0.400,22.200,0.791,0.207,80.05
F. Chafik,lb,23,0.765,0.333,0.471,0.348,28.348,0.857,0.235,80.30
Gil Dias,lw,28,0.809,0.250,0.214,0.000,15.857,0.840,0.191,77.94
É. Didot,cm,23,0.813,0.083,0.467,0.043,41.217,0.893,0.187,81.42
Neymar,rw,25,0.802,0.326,0.343,1.240,60.680,0.928,0.198,90.02
M. Thuram,rw,31,0.746,0.167,0.375,0.258,14.226,0.792,0.254,76.74
Lucas Lima,rb,33,0.705,0.304,0.471,0.424,34.667,0.847,0.295,79.39
Y. Bammou,rw,16,0.767,0.500,0.273,0.062,15.312,0.744,0.233,77.59
S. Moutoussamy,cm,7,0.872,0.000,0.500,0.286,19.000,0.925,0.128,81.00
L. Ocampos,rw,31,0.802,0.143,0.318,0.290,18.871,0.845,0.198,79.60
R. Cabella,cam,29,0.845,0.357,0.462,0.276,50.138,0.927,0.155,85.59
J. Seri,cm,31,0.912,0.271,0.667,0.194,81.806,0.966,0.088,91.74
F. Bellugou,cb,30,0.827,0.357,0.500,0.033,30.900,0.890,0.173,81.21
C. Traoré,rb,34,0.777,0.231,0.333,0.265,39.676,0.910,0.223,81.70
H. Mahou,ram,3,0.792,0.000,0.000,0.000,8.000,0.667,0.208,78.90
C. Jallet,rb,15,0.862,0.500,0.389,0.333,47.000,0.917,0.138,84.53
A. Confais,lcm,15,0.827,0.000,0.429,0.000,17.733,0.892,0.173,79.12
Mexer,cb,16,0.878,0.000,1.000,0.000,29.312,0.717,0.122,81.18
K. Tete,lb,22,0.830,0.222,0.435,0.227,39.227,0.914,0.170,82.83
Y. Bissouma,lcm,24,0.864,0.148,0.600,0.042,39.292,0.850,0.136,82.82
J. Grimm,lcm,21,0.817,0.333,0.500,0.000,15.857,0.825,0.183,78.69
Y. Cahuzac,cdm,19,0.851,0.000,1.000,0.105,27.474,0.910,0.149,81.57
C. Michelin,lb,6,0.723,1.000,0.375,0.333,15.667,0.594,0.277,78.85
O. Toivonen,st,28,0.737,0.182,0.500,0.143,12.607,0.819,0.263,75.99
G. Sio,st,33,0.722,0.385,0.222,0.152,16.545,0.780,0.278,75.63
R. Aguilar,lb,31,0.787,0.316,0.391,0.387,37.839,0.892,0.213,82.56
N. Pépé,lw,35,0.822,0.300,0.433,0.200,27.229,0.859,0.178,81.28
Y. Aït Bennasser,cm,27,0.835,0.160,0.200,0.074,40.519,0.911,0.165,82.31
H. Koffi,gk,4,0.750,0.000,0.000,0.000,19.000,0.822,0.250,78.78
I. Faraj,lam,6,0.814,0.000,0.250,0.333,11.667,0.805,0.186,79.58
M. Diakhaby,cb,11,0.904,0.000,0.000,0.000,35.909,0.806,0.096,81.67
J. Amavi,rb,27,0.831,0.167,0.410,0.333,41.296,0.911,0.169,83.87
B. Sarr,lcm,28,0.856,0.286,0.425,0.393,39.071,0.894,0.144,84.94
Dória,rb,3,0.880,0.000,0.000,0.000,8.333,0.875,0.120,79.78
A. Jallow,rcm,2,0.825,0.000,0.000,0.500,20.000,0.957,0.175,80.27
Cafú,rcm,10,0.854,0.000,0.000,0.100,26.800,0.875,0.146,80.52
R. Ghezzal,lam,26,0.775,0.227,0.409,0.192,19.654,0.831,0.225,78.47
M. Udol,rb,6,0.745,0.000,0.000,0.000,23.500,0.761,0.255,78.33
F. Píriz,cm,15,0.896,0.500,1.000,0.133,26.800,0.934,0.104,83.19
K. Dolly,rw,17,0.805,0.231,0.421,0.294,21.765,0.821,0.195,80.17
W. Sneijder,ram,5,0.845,0.300,0.500,0.400,56.800,0.945,0.155,82.41
M. Balotelli,rw,28,0.778,0.295,0.500,0.250,26.071,0.867,0.222,79.96
I. Diop,lb,34,0.830,0.333,1.000,0.029,33.765,0.902,0.170,82.18
M. Gradel,rw,29,0.635,0.360,0.316,0.759,29.310,0.857,0.365,78.30
G. Lo Celso,cm,33,0.908,0.294,0.273,0.182,46.545,0.939,0.092,86.89
M. Amalfitano,cam,12,0.831,0.333,0.308,0.167,21.250,0.901,0.169,80.48
Júlio Tavares,st,26,0.730,0.000,0.000,0.115,14.231,0.835,0.270,75.32
D. Bahamboula,cam,4,0.727,0.000,0.000,0.000,2.750,0.599,0.273,77.71
J. Ielsch,rb,11,0.723,0.167,0.667,0.091,19.364,0.803,0.277,77.62
M. Konaté,st,35,0.725,0.286,0.545,0.143,12.657,0.724,0.275,74.93
Hernani,cam,14,0.819,1.000,0.333,0.143,18.143,0.874,0.181,80.54
Andrei Girotto,cm,25,0.803,0.143,0.333,0.160,24.200,0.852,0.197,79.64
D. Alcibiade,cb,3,0.750,0.500,0.500,0.333,24.000,0.811,0.250,79.84
A. Walongwa,lb,1,0.720,0.000,0.000,0.000,25.000,1.000,0.280,79.69
B. Pelé,cam,29,0.725,0.636,0.390,0.276,18.931,0.819,0.275,77.67
N. Gandi,rcm,5,0.806,0.000,0.000,0.000,7.200,0.818,0.194,78.67
M. Stępiński,st,20,0.803,0.500,0.000,0.100,6.600,0.709,0.197,77.26
Y. El Ghanassy,cam,19,0.827,0.500,0.400,0.263,14.263,0.705,0.173,79.76
W. Kanga,st,7,0.742,0.000,0.000,0.000,4.429,0.519,0.258,76.58
Xeka,cm,18,0.846,0.250,0.444,0.056,35.389,0.931,0.154,81.97
Otávio,cdm,21,0.891,0.500,0.800,0.143,41.381,0.762,0.109,84.39
E. Kawashima,gk,33,0.851,0.000,0.000,0.000,15.848,0.894,0.149,78.95
E. Imorou,rb,1,0.812,0.000,0.000,0.000,16.000,1.000,0.188,79.86
B. Fernández,st,6,0.706,0.000,1.000,0.000,2.833,0.738,0.294,77.14
J. Sambia,cam,28,0.832,0.312,0.389,0.071,23.357,0.828,0.168,80.18
M. Terrier,rw,25,0.808,0.200,0.300,0.200,17.520,0.886,0.192,79.46
J. Martins-Pereira,lb,14,0.815,0.333,0.348,0.143,39.714,0.901,0.185,81.62
N. Benezet,cam,29,0.792,0.440,0.167,0.241,29.966,0.841,0.208,80.66
A. Touré,lb,19,0.742,0.222,0.441,0.158,25.947,0.831,0.258,78.26
F. Mendy,rb,27,0.856,0.391,0.289,0.259,48.222,0.926,0.144,85.41
K. Coulibaly,st,8,0.737,0.333,0.333,0.500,9.500,0.746,0.263,78.71
H. Aouar,ram,32,0.881,0.381,0.200,0.219,46.719,0.894,0.119,85.97
V. Pajot,cm,20,0.842,0.286,0.500,0.050,24.350,0.708,0.158,80.01
Yuri Berchiche,rb,22,0.874,0.000,0.217,0.318,45.955,0.771,0.126,84.26
L. Lacroix,cb,11,0.869,0.333,0.000,0.000,30.455,0.882,0.131,81.10
R. M'Bolhi,gk,1,0.643,0.000,0.000,0.000,14.000,1.000,0.357,79.38
N. Janvier,cam,3,0.818,0.000,0.000,0.000,14.667,0.906,0.182,79.52
P. Djilobodji,rb,30,0.832,0.211,0.500,0.000,49.267,0.926,0.168,83.34
J. Repas,ram,14,0.737,0.167,0.286,0.143,15.500,0.868,0.263,77.44
C. Martins Pereira,rcm,2,0.914,0.000,0.000,0.000,17.500,0.891,0.086,80.20
F. Eboa Eboa,cb,22,0.818,0.000,0.273,0.045,29.409,0.817,0.182,79.68
T. Koubek,gk,34,0.786,0.000,0.000,0.000,15.147,0.850,0.214,76.32
A. Abdennour,rb,7,0.947,1.000,0.000,0.000,45.571,0.967,0.053,83.39
G. Nyamsi,lb,3,0.882,0.000,1.000,0.000,25.333,0.928,0.118,80.48
S. Prcić,cm,19,0.900,0.182,0.500,0.053,46.105,0.908,0.100,84.42
W. Khazri,cam,27,0.776,0.174,0.600,0.333,25.111,0.838,0.224,79.99
E. Rivière,st,28,0.774,0.000,0.000,0.143,18.500,0.857,0.226,77.41
M. Dossevi,lam,30,0.748,0.368,0.480,0.800,32.033,0.829,0.252,82.71
C. Nkunku,ram,20,0.914,0.500,0.000,0.050,16.850,0.888,0.086,81.93
Hilton,cb,27,0.823,0.333,0.333,0.000,37.037,0.895,0.177,81.40
Marlon,lb,23,0.961,0.667,0.000,0.130,57.087,0.974,0.039,88.91
S. Jovetić,st,15,0.738,0.333,0.250,0.000,16.000,0.895,0.262,77.07
I. Ganago,st,4,0.765,0.000,0.000,0.000,4.250,0.799,0.235,78.38
N. Mendy,cm,14,0.925,0.333,0.000,0.000,50.500,0.918,0.075,84.40
A. Bamba,cb,18,0.784,0.000,0.150,0.056,35.056,0.893,0.216,79.62
M. Tahrat,cb,7,0.773,0.000,0.000,0.000,28.286,0.902,0.227,79.09
S. Gakpé,lw,29,0.741,0.188,0.417,0.034,16.517,0.830,0.259,75.94
B. Zungu,cdm,26,0.861,0.100,0.333,0.077,39.192,0.885,0.139,82.85
J. Blayac,st,23,0.735,0.250,0.000,0.043,11.826,0.723,0.265,75.00
L. Traoré,st,18,0.691,0.000,0.000,0.056,8.278,0.715,0.309,73.75
G. Imbula,cm,28,0.889,0.233,0.400,0.107,40.714,0.944,0.111,84.78
I. Sylla,rb,24,0.771,0.429,0.364,0.292,27.792,0.867,0.229,80.22
Y. Pelé,gk,10,0.908,0.000,0.000,0.000,14.100,0.919,0.092,80.46
Nathan,cam,1,0.750,0.000,0.000,0.000,4.000,1.000,0.250,79.57
K. Monnet-Paquet,rw,30,0.814,0.000,0.727,0.267,21.167,0.866,0.186,80.40
F. Bahlouli,cam,11,0.750,0.400,0.500,0.091,10.909,0.788,0.250,77.65
B. Koné,cb,28,0.888,0.000,1.000,0.036,35.214,0.925,0.112,83.75
D. Benaglio,gk,3,0.970,0.000,0.000,0.000,11.000,0.958,0.030,80.60
E. Seka,cb,26,0.794,0.400,0.300,0.077,40.231,0.902,0.206,81.34
B. Keita,st,24,0.757,0.571,0.600,0.083,15.917,0.820,0.243,77.58
S. Meïté,rcm,20,0.873,0.429,0.286,0.100,34.650,0.920,0.127,83.06
Suk Hyun-Jun,st,26,0.652,0.667,0.400,0.038,8.846,0.579,0.348,71.98
Danilo Avelar,rb,21,0.696,0.176,0.200,0.190,31.190,0.837,0.304,77.32
B. Sankoh,cb,26,0.844,0.500,0.000,0.038,19.923,0.742,0.156,79.56
C. Grenier,cam,16,0.737,0.257,0.333,0.500,41.375,0.798,0.263,80.98
W. Geubbels,lw,2,0.700,0.000,0.000,0.000,5.000,0.674,0.300,78.71
D. Khalid,lw,1,0.600,0.000,0.000,0.000,10.000,1.000,0.400,79.22
J. Giraudon,lb,25,0.855,0.125,0.000,0.040,36.920,0.905,0.145,82.02
J. Cordoval,lb,11,0.805,0.000,0.455,0.000,27.545,0.801,0.195,79.30
A. Søderlund,st,11,0.800,0.000,0.000,0.000,5.455,0.781,0.200,77.30
E. Kwateng,lb,1,0.647,0.000,0.000,0.000,34.000,1.000,0.353,79.58
R. Krhin,cdm,18,0.864,0.600,0.000,0.000,26.167,0.879,0.136,81.26
Q. Cornette,lw,12,0.760,0.400,0.000,0.083,10.750,0.737,0.240,77.26
I. Lewczuk,lb,7,0.804,0.000,0.556,0.429,23.286,0.872,0.196,80.47
J. Nkololo,lam,10,0.748,0.333,0.444,0.500,10.700,0.798,0.252,78.97
M. Michel,gk,7,0.904,0.000,0.000,0.000,13.429,0.882,0.096,80.20
F. Tabanou,rcm,14,0.769,0.000,0.353,0.214,32.714,0.884,0.231,79.81
Afonso Figueiredo,rb,5,0.735,1.000,0.000,0.000,19.600,0.808,0.265,78.89
S. Privat,rw,1,1.000,0.000,0.000,0.000,1.000,1.000,0.000,80.22
C. Ben Saada,lam,16,0.757,0.333,0.250,0.125,10.812,0.678,0.243,76.75
A. Traoré,ram,4,0.881,1.000,0.000,0.000,16.750,0.837,0.119,80.40
M. Yanga-Mbiwa,cb,2,0.930,0.000,0.000,0.000,50.000,0.964,0.070,80.94
Boschilia,lcm,4,0.810,0.000,0.000,0.000,10.500,0.712,0.190,78.90
L. Fournier,lam,1,0.500,0.000,0.000,0.000,6.000,1.000,0.500,78.91
K. Mitroglou,st,16,0.734,1.000,0.000,0.125,6.812,0.643,0.266,76.30
S. Ciss,rb,3,0.772,0.000,0.000,0.333,19.000,0.646,0.228,79.43
M. Abeid,cdm,19,0.876,0.286,0.000,0.000,29.632,0.723,0.124,80.94
A. Raggi,cb,20,0.813,0.000,0.067,0.000,30.150,0.833,0.187,79.33
A. Lusamba,lcm,4,0.847,0.500,0.000,0.000,21.250,0.895,0.153,80.09
D. Foulquier,lb,16,0.790,0.000,0.524,0.125,32.812,0.717,0.210,79.50
H. Mendyl,rb,12,0.807,0.000,0.167,0.167,27.667,0.873,0.193,79.96
B. Kamara,cb,6,0.880,1.000,0.000,0.000,44.333,0.732,0.120,81.65
V. Thill,cam,1,0.929,0.000,0.000,0.000,14.000,1.000,0.071,80.15
Brandon,rw,10,0.794,0.500,0.333,0.200,10.200,0.814,0.206,79.00
J. Gelin,lb,27,0.852,0.370,0.667,0.037,45.481,0.917,0.148,83.96
P. Burner,lb,11,0.879,0.571,0.333,0.091,46.636,0.940,0.121,83.35
W. Benítez,gk,27,0.891,0.000,0.000,0.000,14.222,0.902,0.109,80.17
C. M'Bengue,rb,7,0.787,0.429,0.000,0.143,22.857,0.826,0.213,79.51
J. Deminguet,ram,12,0.723,0.000,0.167,0.083,15.333,0.742,0.277,76.53
I. Diomandé,cdm,11,0.861,0.667,1.000,0.000,24.818,0.796,0.139,81.12
N. Basin,rb,5,0.698,0.333,0.333,0.200,25.200,0.814,0.302,78.84
B. Soumaré,cm,14,0.869,0.167,0.000,0.071,24.000,0.701,0.131,80.24
M. Poaty,rb,3,0.681,0.000,0.500,0.000,24.000,0.986,0.319,78.92
Q. Boisgard,cam,6,0.646,0.000,0.000,0.167,13.167,0.707,0.354,76.81
M. Gajić,lb,4,0.720,0.500,0.000,0.000,35.750,0.922,0.280,79.42
R. Danzé,lb,11,0.816,0.250,0.545,0.182,32.091,0.901,0.184,81.02
F. Pogba,rb,5,0.783,1.000,0.429,0.200,25.800,0.740,0.217,80.09
V. Nogueira,cdm,2,0.833,0.000,0.000,0.000,21.000,0.368,0.167,79.47
S. Baradji,rcm,1,0.500,0.000,0.000,0.000,4.000,1.000,0.500,78.90
O. Verdon,lb,1,0.000,0.000,0.000,0.000,2.000,1.000,1.000,77.52
B. Ketkeophomphone,lw,13,0.793,0.333,0.000,0.154,12.615,0.841,0.207,78.53
N. Cozza,rb,9,0.751,0.000,0.444,0.000,29.000,0.800,0.249,78.51
A. Gouiri,lw,6,0.778,0.000,0.000,0.000,3.000,0.753,0.222,77.79
M. Zeffane,cb,15,0.784,0.000,0.267,0.067,32.400,0.692,0.216,78.84
Y. Gourcuff,cam,10,0.891,0.250,0.800,0.100,18.300,0.877,0.109,81.24
A. Soumaoro,cb,14,0.944,0.000,0.000,0.071,39.357,0.949,0.056,83.91
A. Ribelin,lcm,1,0.964,0.000,0.000,0.000,84.000,1.000,0.036,80.93
S. Coulibaly,cb,1,0.812,0.000,0.000,0.000,48.000,1.000,0.188,80.17
Vagner,cam,4,0.643,0.000,0.000,0.250,7.000,0.318,0.357,77.08
E. Taha,rw,2,0.750,1.000,0.000,0.000,8.000,1.000,0.250,79.50
Z. Youssouf,lam,5,0.694,0.000,0.000,0.000,9.800,0.433,0.306,76.90
K. N'Doram,cdm,10,0.893,0.000,0.000,0.000,41.000,0.901,0.107,81.96
K. Trapp,gk,4,0.926,0.000,0.000,0.000,13.500,0.929,0.074,80.40
Y. Armougom,rb,3,0.630,0.000,1.000,0.333,18.000,0.824,0.370,78.72
L. Puyo,cm,8,0.809,0.500,0.500,0.125,13.750,0.808,0.191,79.45
S. Ngom,lw,12,0.779,0.500,0.000,0.250,11.667,0.793,0.221,78.60
A. Oukidja,gk,17,0.804,0.000,0.000,0.000,14.412,0.695,0.196,77.14
T. Carrique,lb,1,0.829,0.000,0.500,0.000,35.000,1.000,0.171,80.12
J. Palmieri,rb,15,0.794,0.200,0.409,0.200,30.467,0.868,0.206,80.38
V. Selimovic,lb,13,0.848,0.000,0.000,0.000,34.308,0.877,0.152,80.69
M. Poundjé,rb,19,0.768,0.364,0.519,0.368,38.947,0.900,0.232,81.73
J. Prior,gk,2,0.800,0.000,0.000,0.000,10.000,0.823,0.200,79.42
J. Moulin,gk,5,0.773,0.000,0.000,0.000,15.000,0.870,0.227,78.71
L. Bonnefoi,gk,4,0.865,0.000,0.000,0.000,9.250,0.913,0.135,79.65
G. Gope-Fenepej,st,3,0.700,0.000,0.000,0.000,6.667,0.716,0.300,78.23
V. Rüfli,rb,3,0.714,0.000,0.000,0.000,2.333,0.654,0.286,78.16
S. Nsoki,rb,1,1.000,0.000,0.000,0.000,16.000,1.000,0.000,80.36
B. Samba,gk,4,0.724,0.000,0.000,0.000,14.500,0.875,0.276,78.45
G. Mandjeck,rcm,14,0.819,0.000,0.000,0.000,29.143,0.867,0.181,79.58
D. Miličević,ram,12,0.745,0.333,0.522,0.333,22.250,0.881,0.255,79.37
L. Butelle,gk,19,0.806,0.000,0.000,0.000,14.368,0.880,0.194,77.73
J. Bouet,gk,1,0.667,0.000,0.000,0.000,12.000,1.000,0.333,79.42
W. Cyprien,cdm,15,0.913,0.385,0.200,0.067,50.467,0.912,0.087,84.71
H. Bedimo,rb,3,0.900,0.000,0.000,0.000,6.667,0.929,0.100,79.94
R. Berič,lw,15,0.744,0.000,0.000,0.067,10.667,0.782,0.256,76.10
J. Koundé,lb,18,0.868,0.250,0.000,0.000,45.944,0.948,0.132,83.10
P. Baysse,cb,23,0.872,0.286,0.000,0.000,34.913,0.901,0.128,82.25
S. Mendoza,rw,13,0.763,0.143,0.333,0.154,25.000,0.843,0.237,78.86
P. Oniangué,lam,14,0.853,0.000,1.000,0.071,22.786,0.936,0.147,80.94
T. Stavitski,lam,9,0.708,0.500,0.154,0.222,13.333,0.707,0.292,77.48
Y. N'Gbakoto,st,15,0.712,0.000,0.333,0.067,11.333,0.797,0.288,75.64
T. Giresse,lam,3,0.733,0.000,1.000,0.000,5.000,0.907,0.267,78.82
Y. M'Vila,rcm,17,0.886,0.185,0.500,0.059,73.588,0.956,0.114,86.59
E. Massouema,cdm,6,0.794,1.000,0.000,0.167,10.500,0.772,0.206,79.37
Q. Beunardeau,gk,1,0.846,0.000,0.000,0.000,13.000,1.000,0.154,79.92
F. Boulaya,ram,7,0.802,0.000,0.500,0.000,11.571,0.877,0.198,78.77
Pablo,cb,15,0.885,1.000,0.000,0.067,40.733,0.846,0.115,83.55
R. Coly,rb,7,0.890,0.000,0.714,0.143,50.714,0.943,0.110,82.70
P. Ntep,ram,18,0.684,0.083,0.300,0.111,14.056,0.810,0.316,75.02
R. Perraud,lb,1,0.500,0.000,0.000,0.000,2.000,1.000,0.500,78.88
E. Zelazny,gk,17,0.879,0.000,0.000,0.000,19.882,0.913,0.121,80.40
K. Dabila,cb,12,0.850,0.000,0.667,0.083,40.000,0.830,0.150,81.66
N. Subotić,cb,19,0.891,0.429,0.000,0.053,55.579,0.929,0.109,85.18
Gabriel,rb,1,0.780,0.500,0.000,0.000,41.000,1.000,0.220,80.08
M. Debuchy,lb,15,0.763,0.143,0.486,0.533,40.867,0.906,0.237,82.01
L. Diarra,cm,10,0.930,0.200,0.000,0.100,48.300,0.968,0.070,83.83
S. Sy,gk,3,0.775,0.000,0.000,0.000,13.333,0.809,0.225,79.06
