Player,PrimaryPosition,Games,LongPassAcc,LongthroughPassAcc,LongPassAssistsPerGame,FreeKickAcc,Consistency,TurnoverRate,Rating
A. Vidal,rcm,22,0.867,0.458,0.045,0.647,0.896,0.133,79.789
J. Tah,lb,28,0.856,0.312,0.036,0.692,0.884,0.144,76.673
N. Süle,cb,28,0.895,0.353,0.036,0.500,0.908,0.105,78.796
F. Ribéry,ram,20,0.788,0.444,0.300,0.609,0.818,0.212,78.467
D. Kohr,cm,27,0.779,0.500,0.074,0.714,0.732,0.221,76.791
L. Bailey,rw,30,0.683,0.421,0.333,0.471,0.715,0.317,73.610
C. Aránguiz,cm,27,0.811,0.382,0.000,0.565,0.864,0.189,75.298
S. Ulreich,gk,29,0.780,0.545,0.000,0.700,0.872,0.220,78.399
B. Henrichs,cb,23,0.647,0.467,0.174,0.545,0.650,0.353,70.744
J. Brandt,cam,37,0.738,0.448,0.054,0.596,0.758,0.262,73.781
K. Kampl,cam,26,0.780,0.393,0.154,0.516,0.819,0.220,75.615
Rafinha,cb,27,0.822,0.400,0.259,0.467,0.734,0.178,77.910
A. Robben,lam,21,0.755,0.421,0.238,0.531,0.706,0.245,75.003
M. Kruse,rw,29,0.764,0.429,0.172,0.537,0.843,0.236,76.490
M. Eggestein,lcm,33,0.720,0.538,0.091,0.536,0.671,0.280,74.503
R. Bauer,lb,16,0.734,0.417,0.000,0.650,0.653,0.266,71.290
K. Vogt,cb,31,0.871,0.257,0.000,0.727,0.908,0.129,76.073
B. Hübner,rb,27,0.803,0.375,0.074,0.667,0.807,0.197,75.535
D. Geiger,cm,21,0.815,0.240,0.048,0.500,0.816,0.185,72.166
H. Nordtveit,cdm,14,0.824,0.450,0.000,0.636,0.758,0.176,75.364
J. Toljan,cb,18,0.696,0.429,0.222,0.524,0.745,0.304,73.020
N. Amiri,ram,28,0.715,0.333,0.036,0.533,0.710,0.285,69.135
S. Zuber,rcm,23,0.710,0.429,0.130,0.533,0.733,0.290,72.533
T. Delaney,rcm,36,0.676,0.478,0.139,0.500,0.764,0.324,72.699
L. Augustinsson,rb,34,0.660,0.400,0.235,0.539,0.806,0.340,71.960
F. Kainz,ram,29,0.623,0.360,0.172,0.421,0.722,0.377,67.454
M. Uth,lw,31,0.744,0.455,0.129,0.611,0.754,0.256,75.110
M. Veljkovic,cb,31,0.781,0.429,0.000,0.526,0.854,0.219,75.046
K. Demirbay,cm,19,0.728,0.375,0.158,0.500,0.807,0.272,72.863
L. Sané,cb,11,0.856,0.500,0.000,0.700,0.905,0.144,77.590
J. Pavlenka,gk,34,0.806,0.545,0.000,0.700,0.854,0.194,79.685
O. Baumann,gk,34,0.755,0.417,0.000,0.700,0.809,0.245,73.847
F. Bartels,lam,14,0.738,0.500,0.286,0.733,0.659,0.262,75.880
P. Bargfrede,cdm,27,0.785,0.412,0.000,0.571,0.781,0.215,74.138
S. Gnabry,cam,22,0.720,0.458,0.091,0.650,0.669,0.280,72.789
E. Polanski,cm,9,0.732,0.500,0.000,0.700,0.842,0.268,73.636
J. Gondorf,cam,19,0.646,0.333,0.053,0.588,0.572,0.354,66.256
A. Esswein,cam,16,0.613,0.455,0.062,0.650,0.652,0.387,68.675
M. Kamiński,rb,21,0.840,0.500,0.000,0.800,0.698,0.160,77.663
Ailton,rb,5,0.636,0.455,0.200,0.714,0.000,0.364,68.969
P. Skjelbred,cm,28,0.830,0.333,0.071,0.714,0.845,0.170,76.248
V. Ibišević,st,26,0.694,0.438,0.000,0.692,0.520,0.306,68.928
S. Kalou,rw,31,0.678,0.556,0.000,0.588,0.648,0.322,71.794
C. Gentner,cm,27,0.627,0.344,0.111,0.417,0.715,0.373,66.502
T. Asano,lw,14,0.698,0.545,0.071,0.643,0.479,0.302,71.829
M. Plattenhardt,rb,34,0.678,0.462,0.235,0.494,0.703,0.322,73.037
K. Rekik,cb,26,0.856,0.421,0.000,0.700,0.897,0.144,78.649
S. Langkamp,cb,18,0.855,0.538,0.000,0.700,0.892,0.145,79.862
M. Weiser,lam,24,0.678,0.412,0.292,0.522,0.602,0.322,71.662
B. Pavard,cb,40,0.786,0.294,0.075,0.500,0.827,0.214,72.818
M. Leckie,lw,29,0.704,0.429,0.207,0.500,0.676,0.296,72.671
C. Akolo,lw,22,0.591,0.318,0.182,0.667,0.364,0.409,63.476
M. Zimmermann,lcm,2,0.548,0.500,0.000,0.636,1.000,0.452,71.234
S. Terodde,st,30,0.616,0.467,0.000,0.700,0.483,0.384,65.858
O. Mangala,lcm,17,0.689,0.353,0.059,0.636,0.576,0.311,68.561
R. Zieler,gk,34,0.785,0.273,0.000,0.700,0.844,0.215,72.019
R. Jarstein,gk,31,0.805,0.500,0.000,0.700,0.849,0.195,78.290
J. Brekalo,cam,27,0.643,0.333,0.148,0.429,0.500,0.357,65.344
D. Aogo,rb,29,0.811,0.500,0.069,0.375,0.805,0.189,77.790
N. Stark,lb,26,0.807,0.333,0.000,0.692,0.807,0.193,73.876
H. Badstuber,cb,27,0.832,0.312,0.000,0.583,0.849,0.168,74.494
A. Donis,lw,17,0.609,0.429,0.059,0.469,0.558,0.391,66.701
J. Torunarigha,rb,10,0.762,0.312,0.000,0.700,0.699,0.238,71.032
J. Haberer,cam,33,0.732,0.529,0.182,0.619,0.694,0.268,76.601
C. Günter,rb,34,0.635,0.368,0.294,0.448,0.793,0.365,70.510
J. Schuster,cdm,18,0.840,0.471,0.000,0.500,0.713,0.160,76.043
A. Schwolow,gk,33,0.831,0.417,0.000,0.700,0.906,0.169,78.142
P. Lienhart,lb,11,0.732,0.462,0.000,0.700,0.511,0.268,71.215
M. Kempf,rb,11,0.740,0.333,0.091,0.700,0.774,0.260,71.959
N. Höfler,cm,27,0.861,0.350,0.000,0.750,0.853,0.139,77.105
T. Chandler,cb,24,0.626,0.474,0.250,0.507,0.796,0.374,72.201
F. Niederlechner,lw,10,0.680,0.417,0.000,0.636,0.671,0.320,70.130
T. Kleindienst,st,21,0.541,0.417,0.048,0.615,0.417,0.459,62.545
M. Gaćinović,cam,29,0.711,0.385,0.103,0.550,0.632,0.289,70.310
D. Abraham,cb,27,0.795,0.350,0.037,0.688,0.721,0.205,73.395
D. Kamada,cam,3,0.690,0.500,0.333,0.700,0.876,0.310,73.349
M. Frantz,cm,15,0.686,0.375,0.067,0.625,0.400,0.314,67.779
P. Stenzel,lb,25,0.763,0.357,0.160,0.500,0.835,0.237,74.281
J. de Guzmán,cm,16,0.719,0.458,0.188,0.609,0.753,0.281,74.183
L. Hradecky,gk,34,0.833,0.455,0.000,0.700,0.881,0.167,78.956
S. Haller,st,31,0.627,0.312,0.032,0.588,0.696,0.373,64.822
J. Willems,rb,23,0.716,0.500,0.304,0.680,0.701,0.284,76.499
M. Hasebe,cdm,28,0.854,0.333,0.000,0.583,0.873,0.146,76.150
N. Petersen,st,32,0.544,0.455,0.094,0.609,0.424,0.456,62.705
K. Boateng,cam,31,0.728,0.407,0.065,0.650,0.658,0.272,71.608
M. Terrazzino,rw,24,0.703,0.333,0.250,0.609,0.620,0.297,70.886
D. da Costa,lb,17,0.686,0.444,0.353,0.429,0.639,0.314,73.242
Raffael,st,27,0.760,0.581,0.148,0.412,0.803,0.240,78.500
C. Kramer,cm,27,0.827,0.370,0.037,0.571,0.854,0.173,76.087
M. Ginter,lb,34,0.859,0.346,0.029,0.700,0.879,0.141,77.819
J. Vestergaard,cb,32,0.830,0.378,0.031,0.700,0.865,0.170,77.126
D. Zakaria,cm,32,0.882,0.545,0.000,0.636,0.867,0.118,82.717
N. Elvedi,cb,33,0.832,0.583,0.000,0.571,0.803,0.168,80.705
I. Traoré,lam,7,0.698,0.500,0.429,0.700,0.478,0.302,73.668
L. Bittencourt,ram,22,0.567,0.227,0.227,0.400,0.604,0.433,62.560
M. Jojić,cam,25,0.721,0.556,0.160,0.538,0.736,0.279,76.151
O. Wendt,rb,28,0.654,0.333,0.036,0.395,0.756,0.346,66.629
K. Rausch,rb,12,0.599,0.429,0.000,0.419,0.794,0.401,68.193
T. Horn,gk,34,0.773,0.455,0.000,0.700,0.804,0.227,75.515
D. Heintz,rb,31,0.797,0.321,0.097,0.433,0.829,0.203,73.953
F. Sørensen,lb,28,0.758,0.316,0.000,0.562,0.718,0.242,70.215
J. Córdoba,st,18,0.696,0.500,0.000,0.692,0.699,0.304,72.067
M. Risse,lam,16,0.572,0.417,0.312,0.378,0.613,0.428,68.255
L. Klünter,lb,19,0.535,0.438,0.211,0.282,0.335,0.465,63.316
M. Lehmann,cdm,20,0.781,0.389,0.000,0.600,0.828,0.219,73.757
L. Stindl,lw,31,0.801,0.500,0.097,0.588,0.839,0.199,78.953
T. Hazard,rw,36,0.679,0.423,0.111,0.404,0.748,0.321,70.542
J. Horn,rb,11,0.672,0.417,0.364,0.640,0.679,0.328,72.950
S. Guirassy,rw,15,0.694,0.455,0.133,0.700,0.715,0.306,72.633
S. Zoller,rw,17,0.657,0.545,0.176,0.526,0.581,0.343,72.067
R. Bobadilla,st,13,0.579,0.500,0.077,0.643,0.093,0.421,64.965
P. Herrmann,lam,23,0.585,0.417,0.087,0.486,0.511,0.415,64.792
J. Hofmann,lam,23,0.664,0.438,0.043,0.632,0.567,0.336,68.682
F. Di Santo,st,30,0.682,0.467,0.033,0.556,0.596,0.318,69.704
Naldo,cb,34,0.853,0.381,0.029,0.700,0.875,0.147,78.376
W. Orban,cb,26,0.796,0.375,0.000,0.643,0.750,0.204,73.666
T. Werner,st,35,0.556,0.375,0.057,0.333,0.504,0.444,60.403
N. Keïta,cam,27,0.728,0.439,0.111,0.588,0.707,0.272,73.210
L. Klostermann,cb,26,0.696,0.333,0.000,0.424,0.699,0.304,67.545
D. Upamecano,rb,28,0.833,0.450,0.036,0.700,0.795,0.167,78.024
M. Halstenberg,rb,15,0.660,0.438,0.067,0.524,0.727,0.340,70.244
T. Kehrer,cb,27,0.810,0.500,0.037,0.727,0.838,0.190,78.641
L. Goretzka,lcm,27,0.722,0.278,0.074,0.500,0.766,0.278,69.129
D. Caligiuri,lcm,33,0.657,0.393,0.091,0.300,0.742,0.343,68.189
Y. Poulsen,lw,33,0.521,0.389,0.000,0.643,0.213,0.479,56.692
M. Nastasić,rb,24,0.835,0.385,0.000,0.700,0.875,0.165,76.644
B. Oczipka,rb,29,0.673,0.389,0.241,0.483,0.702,0.327,71.114
N. Bentaleb,cm,16,0.738,0.421,0.000,0.583,0.797,0.262,72.463
A. Harit,cam,32,0.768,0.550,0.125,0.560,0.757,0.232,78.240
P. Gulácsi,gk,33,0.811,0.538,0.000,0.700,0.830,0.189,79.413
K. Laimer,lcm,22,0.696,0.286,0.091,0.647,0.688,0.304,68.456
R. Fährmann,gk,34,0.817,0.462,0.000,0.700,0.873,0.183,78.348
F. Reese,lw,6,0.619,0.500,0.000,0.700,1.000,0.381,71.834
Bruma,rw,28,0.690,0.571,0.036,0.476,0.539,0.310,71.676
W. McKennie,cm,22,0.647,0.348,0.045,0.667,0.380,0.353,64.714
J. Augustin,st,25,0.706,0.615,0.000,0.571,0.474,0.294,72.520
M. Meyer,cm,24,0.867,0.571,0.000,0.615,0.753,0.133,80.531
J. Gouweleeuw,cb,27,0.764,0.389,0.037,0.667,0.809,0.236,73.818
A. Hahn,lw,22,0.526,0.500,0.182,0.382,0.314,0.474,63.510
D. Baier,rcm,29,0.722,0.312,0.172,0.643,0.811,0.278,72.065
Ja-Cheol Koo,cam,30,0.709,0.476,0.000,0.667,0.664,0.291,71.651
P. Max,rb,33,0.611,0.222,0.424,0.562,0.779,0.389,67.966
R. Framberger,lb,9,0.606,0.429,0.667,0.467,0.633,0.394,73.111
R. van Drongelen,rb,18,0.726,0.500,0.000,0.667,0.709,0.274,73.108
F. Kostić,ram,33,0.516,0.400,0.121,0.486,0.431,0.484,60.112
M. Hitz,gk,31,0.832,0.417,0.000,0.700,0.891,0.168,77.898
Walace,rcm,18,0.789,0.500,0.056,0.643,0.800,0.211,76.569
D. Diekmeier,lb,22,0.594,0.500,0.136,0.516,0.617,0.406,68.634
N. Müller,lam,2,0.609,0.500,0.000,0.700,1.000,0.391,71.718
K. Papadopoulos,cb,29,0.739,0.444,0.000,0.700,0.814,0.261,73.792
G. Jung,cb,30,0.785,0.476,0.033,0.667,0.807,0.215,76.718
Caiuby,ram,33,0.632,0.417,0.152,0.580,0.613,0.368,68.158
M. Gregoritsch,rw,32,0.675,0.368,0.000,0.476,0.698,0.325,67.351
J. Schmid,lcm,25,0.599,0.417,0.160,0.324,0.379,0.401,64.288
B. Wood,st,24,0.675,0.538,0.042,0.615,0.650,0.325,71.918
C. Mathenia,gk,24,0.751,0.545,0.000,0.700,0.816,0.249,76.293
A. Hunt,cam,29,0.772,0.407,0.172,0.550,0.811,0.228,76.027
S. Córdova,st,25,0.565,0.455,0.040,0.562,0.107,0.435,60.498
L. Waldschmidt,rw,20,0.689,0.500,0.000,0.667,0.602,0.311,70.917
E. Thommy,cam,20,0.632,0.571,0.150,0.406,0.705,0.368,72.123
S. Schipplock,st,9,0.556,0.500,0.000,0.636,0.000,0.444,64.610
N. Füllkrug,st,34,0.642,0.353,0.088,0.545,0.543,0.358,65.284
P. Schwegler,cm,28,0.750,0.550,0.036,0.714,0.835,0.250,77.335
F. Hübner,lb,5,0.753,0.455,0.000,0.700,0.919,0.247,73.231
P. Tschauner,gk,31,0.844,0.500,0.000,0.700,0.870,0.156,80.144
V. Fischer,rw,11,0.679,0.417,0.000,0.727,0.720,0.321,70.500
J. Korb,lb,28,0.636,0.571,0.214,0.448,0.743,0.364,73.721
F. Klaus,cam,28,0.669,0.462,0.036,0.500,0.660,0.331,69.568
W. Anton,cb,27,0.777,0.333,0.000,0.588,0.852,0.223,72.777
A. Diallo,rb,27,0.735,0.500,0.000,0.625,0.809,0.265,74.545
G. Donati,lb,28,0.695,0.320,0.250,0.676,0.787,0.305,72.031
D. Brosinski,rb,29,0.643,0.400,0.276,0.469,0.792,0.357,71.423
D. Latza,rcm,29,0.783,0.350,0.034,0.588,0.870,0.217,74.074
S. Bell,cb,25,0.751,0.391,0.040,0.667,0.822,0.249,73.443
P. De Blasis,rw,25,0.725,0.409,0.080,0.478,0.779,0.275,72.332
R. Adler,gk,14,0.735,0.462,0.071,0.700,0.757,0.265,73.692
Felipe,rb,6,0.728,0.438,0.000,0.571,0.785,0.272,72.062
K. Karaman,rw,20,0.692,0.500,0.050,0.650,0.587,0.308,71.431
M. Ostrzolek,rb,27,0.620,0.421,0.296,0.515,0.782,0.380,71.290
A. Maxim,cam,22,0.801,0.417,0.000,0.571,0.712,0.199,74.054
Y. Muto,rw,28,0.707,0.500,0.071,0.667,0.665,0.293,73.094
R. Quaison,cam,23,0.662,0.467,0.000,0.583,0.386,0.338,66.931
L. Öztunali,lam,25,0.619,0.529,0.040,0.440,0.573,0.381,68.236
M. Bakalorz,cm,28,0.590,0.381,0.107,0.579,0.653,0.410,65.615
K. Kodro,st,6,0.688,0.500,0.000,0.700,0.705,0.312,71.804
C. Benschop,lw,6,0.545,0.455,0.000,0.583,0.009,0.455,65.640
S. Papastathopoulos,lb,29,0.833,0.385,0.034,0.643,0.886,0.167,77.264
Bartra,cb,28,0.796,0.393,0.036,0.476,0.839,0.204,74.906
D. Zagadou,rb,11,0.805,0.417,0.091,0.500,0.863,0.195,75.072
C. Pulisic,lam,32,0.623,0.429,0.125,0.393,0.602,0.377,66.969
M. Philipp,rw,20,0.696,0.467,0.050,0.438,0.642,0.304,70.762
G. Castro,cam,19,0.765,0.462,0.211,0.542,0.720,0.235,75.851
R. Bazoer,cm,11,0.804,0.417,0.000,0.667,0.603,0.196,72.969
Y. Gerhardt,rb,17,0.674,0.429,0.000,0.400,0.716,0.326,69.338
R. Knoche,cb,24,0.847,0.294,0.000,0.636,0.859,0.153,74.813
K. Casteels,gk,34,0.817,0.500,0.000,0.700,0.890,0.183,79.431
D. Didavi,cam,30,0.635,0.267,0.067,0.385,0.570,0.365,62.693
R. Bürki,gk,33,0.804,0.417,0.000,0.700,0.845,0.196,76.355
K. Hinds,rw,1,0.542,0.500,0.000,0.636,1.000,0.458,71.457
P. Verhaegh,lb,31,0.709,0.333,0.194,0.529,0.778,0.291,71.610
F. Uduokhai,cb,19,0.820,0.417,0.000,0.700,0.788,0.180,75.577
Camacho,cdm,11,0.751,0.353,0.000,0.700,0.834,0.249,72.163
L. Dimata,rw,20,0.577,0.500,0.000,0.538,0.221,0.423,63.247
M. Dahoud,ram,23,0.781,0.417,0.000,0.667,0.803,0.219,74.435
M. Arnold,rcm,29,0.780,0.400,0.069,0.520,0.815,0.220,74.791
F. Passlack,lcm,3,0.688,0.500,0.000,0.700,0.654,0.312,71.659
J. Guilavogui,lcm,29,0.822,0.391,0.103,0.600,0.842,0.178,77.314
S. Kagawa,cam,22,0.795,0.560,0.045,0.500,0.863,0.205,78.461
Ö. Toprak,cb,26,0.889,0.381,0.000,0.636,0.897,0.111,78.892
G. Haraguchi,cam,9,0.660,0.455,0.000,0.615,0.541,0.340,69.476
D. Demme,cm,30,0.757,0.340,0.100,0.538,0.852,0.243,73.309
O. Bulut,lam,1,0.609,0.455,0.000,0.727,1.000,0.391,71.650
F. Kath,ram,24,0.620,0.429,0.083,0.474,0.260,0.380,63.918
D. Kaiser,lam,9,0.657,0.500,0.111,0.625,0.536,0.343,70.829
Y. Ōsako,st,29,0.645,0.476,0.103,0.400,0.591,0.355,68.780
C. Clemens,lcm,13,0.575,0.421,0.231,0.583,0.600,0.425,68.385
J. Eggestein,st,6,0.552,0.455,0.000,0.615,0.000,0.448,65.761
M. Tisserand,cb,16,0.754,0.389,0.000,0.333,0.679,0.246,70.839
B. Hrgota,rw,5,0.588,0.385,0.000,0.636,0.231,0.412,67.367
T. Tawatha,rb,12,0.629,0.500,0.250,0.600,0.317,0.371,69.584
S. Wagner,rw,25,0.603,0.529,0.000,0.538,0.514,0.397,66.880
E. Bičakčić,cb,9,0.789,0.455,0.000,0.700,0.586,0.211,72.958
L. Rupp,cm,21,0.708,0.471,0.095,0.524,0.564,0.292,71.355
F. Grillitsch,cm,25,0.810,0.281,0.160,0.550,0.810,0.190,74.410
André Ramalho,cb,3,0.700,0.500,0.000,0.700,0.913,0.300,72.440
S. Kießling,st,8,0.583,0.455,0.000,0.700,0.000,0.417,65.295
L. Bénes,cm,2,0.679,0.545,1.000,0.667,0.717,0.321,74.257
M. Heller,lam,24,0.448,0.538,0.125,0.429,0.417,0.552,61.419
R. Khedira,cdm,30,0.748,0.357,0.033,0.556,0.766,0.252,71.649
S. Sané,cb,35,0.835,0.368,0.029,0.438,0.871,0.165,76.359
G. Burgstaller,st,32,0.678,0.500,0.031,0.571,0.533,0.322,69.672
Jonathas,rw,12,0.604,0.455,0.083,0.615,0.588,0.396,68.545
S. Maier,rcm,10,0.673,0.500,0.000,0.750,0.523,0.327,70.449
T. Baumgartl,cb,29,0.794,0.250,0.000,0.471,0.791,0.206,70.611
B. Özcan,ram,16,0.739,0.500,0.188,0.667,0.757,0.261,75.763
Javi Martínez,cm,22,0.851,0.421,0.136,0.688,0.851,0.149,79.215
N. Schulz,ram,27,0.607,0.389,0.296,0.604,0.581,0.393,68.399
J. Rodríguez,cam,26,0.834,0.464,0.308,0.473,0.883,0.166,81.781
P. Ochs,lw,3,0.654,0.500,0.000,0.583,0.783,0.346,71.533
V. Stocker,cam,3,0.619,0.500,0.000,0.700,1.000,0.381,71.806
I. Belfodil,st,26,0.564,0.455,0.038,0.407,0.201,0.436,60.680
V. Sierro,cam,4,0.538,0.455,0.000,0.500,0.090,0.462,67.328
Y. Ravet,lam,10,0.571,0.500,0.100,0.565,0.322,0.429,67.122
M. Schmelzer,rb,18,0.702,0.400,0.056,0.429,0.788,0.298,70.956
C. Söyüncü,rb,26,0.812,0.278,0.000,0.615,0.867,0.188,73.174
L. Kübler,lb,15,0.765,0.538,0.000,0.714,0.852,0.235,76.073
C. Salcedo,cb,24,0.821,0.312,0.000,0.643,0.761,0.179,73.310
A. Rebić,rw,31,0.451,0.269,0.129,0.381,0.354,0.549,53.474
M. Russ,cb,18,0.778,0.417,0.000,0.700,0.761,0.222,73.820
J. Villalba,st,1,0.571,0.500,0.000,0.700,1.000,0.429,71.595
B. Stambouli,lcm,28,0.771,0.407,0.071,0.583,0.798,0.229,74.622
A. Beck,lb,23,0.657,0.389,0.130,0.481,0.755,0.343,69.706
S. Ascacíbar,cm,29,0.791,0.353,0.000,0.556,0.839,0.209,73.586
M. Höger,cm,23,0.814,0.368,0.000,0.667,0.722,0.186,73.935
D. Opare,lb,17,0.561,0.280,0.235,0.382,0.774,0.439,65.726
Jorge Meré,cb,22,0.853,0.263,0.000,0.667,0.766,0.147,73.572
J. Morávek,cm,16,0.704,0.462,0.062,0.583,0.585,0.296,71.089
Bernardo,rb,17,0.672,0.333,0.118,0.519,0.826,0.328,69.943
L. Holtby,cam,15,0.703,0.500,0.200,0.591,0.803,0.297,74.791
G. Sakai,cb,29,0.759,0.458,0.103,0.512,0.801,0.241,75.572
L. Balogun,lb,17,0.749,0.545,0.000,0.727,0.796,0.251,75.535
S. Serdar,cam,25,0.811,0.533,0.040,0.615,0.741,0.189,77.989
K. Havertz,lam,30,0.800,0.500,0.033,0.621,0.741,0.200,77.116
K. Onisiwo,lam,8,0.647,0.545,0.000,0.583,0.690,0.353,71.196
William,rb,22,0.703,0.350,0.182,0.422,0.770,0.297,71.231
M. Schmiedebach,cm,5,0.638,0.500,0.200,0.667,0.713,0.362,72.009
I. Bebou,st,30,0.588,0.368,0.200,0.429,0.492,0.412,64.236
J. Gbamin,cdm,30,0.731,0.269,0.000,0.556,0.758,0.269,68.344
J. Weigl,cm,25,0.847,0.409,0.040,0.538,0.883,0.153,77.789
F. Lustenberger,cb,23,0.821,0.500,0.000,0.562,0.840,0.179,77.737
I. Hajrović,lam,9,0.595,0.500,0.000,0.667,0.404,0.405,67.864
L. Jović,st,22,0.634,0.389,0.000,0.615,0.510,0.366,65.522
P. Retsos,cb,24,0.821,0.467,0.042,0.526,0.840,0.179,77.511
L. Bender,lcm,20,0.708,0.350,0.100,0.500,0.790,0.292,70.860
R. Kent,cam,6,0.571,0.500,0.000,0.538,0.493,0.429,68.573
B. Jatta,lam,9,0.619,0.500,0.000,0.583,0.470,0.381,68.653
Douglas Santos,rb,27,0.687,0.440,0.111,0.556,0.790,0.313,72.257
S. Salihović,cam,10,0.700,0.333,0.100,0.562,0.702,0.300,70.305
T. Knöll,lw,1,0.636,0.500,0.000,0.700,1.000,0.364,71.850
D. Maroh,cb,11,0.903,0.455,0.000,0.700,0.947,0.097,78.435
M. Wolf,lam,28,0.623,0.360,0.250,0.417,0.665,0.377,67.930
T. Sippel,gk,5,0.710,0.545,0.000,0.700,0.810,0.290,72.947
M. Cuisance,lam,24,0.776,0.440,0.208,0.667,0.743,0.224,76.786
F. Johnson,rcm,9,0.500,0.417,0.111,0.571,0.000,0.500,62.916
D. Burnic,ram,6,0.850,0.583,0.000,0.538,0.907,0.150,76.193
B. Schmitz,lb,1,0.618,0.500,0.000,0.636,1.000,0.382,71.757
Y. Mvogo,gk,1,0.732,0.500,0.000,0.700,1.000,0.268,72.226
M. Compper,cb,2,0.795,0.500,0.000,0.700,0.951,0.205,73.016
V. Janjičić,cm,7,0.639,0.500,0.000,0.700,0.673,0.361,70.689
J. Bruun Larsen,lw,5,0.552,0.500,0.000,0.636,0.226,0.448,67.782
Jairo Samperio,cam,13,0.576,0.385,0.077,0.562,0.384,0.424,64.853
L. Caldirola,rb,1,0.600,0.500,0.000,0.700,1.000,0.400,71.707
G. Itter,rb,5,0.625,0.429,0.200,0.526,0.720,0.375,71.028
N. Moisander,rb,25,0.841,0.345,0.040,0.647,0.892,0.159,76.589
L. Alario,st,23,0.712,0.462,0.000,0.750,0.540,0.288,70.627
T. Ito,cam,20,0.659,0.438,0.100,0.519,0.713,0.341,70.240
S. Özcan,cm,23,0.784,0.412,0.043,0.714,0.759,0.216,74.723
G. Kačar,cdm,4,0.725,0.385,0.000,0.636,0.953,0.275,72.161
D. Ginczek,st,23,0.584,0.500,0.000,0.533,0.527,0.416,65.785
I. Konaté,lb,15,0.743,0.474,0.067,0.636,0.799,0.257,74.322
C. Pizarro,rw,16,0.700,0.455,0.000,0.700,0.502,0.300,69.840
T. Handwerker,rb,11,0.543,0.417,0.091,0.476,0.428,0.457,65.270
V. Lazaro,cam,26,0.621,0.444,0.115,0.562,0.556,0.379,67.550
R. Hack,lam,2,0.600,0.455,0.000,0.750,1.000,0.400,71.496
V. Grifo,ram,16,0.684,0.476,0.375,0.571,0.601,0.316,74.011
M. Stendera,cm,7,0.632,0.385,0.000,0.583,0.705,0.368,69.228
S. Medojević,lcm,1,0.640,0.500,0.000,0.700,1.000,0.360,71.865
E. Ofori,lcm,1,0.625,0.500,0.000,0.700,1.000,0.375,71.806
U. Garcia,rb,1,0.667,0.500,0.000,0.700,1.000,0.333,71.970
V. Osimhen,lw,10,0.657,0.500,0.000,0.571,0.198,0.343,67.751
K. Danso,lb,15,0.698,0.467,0.067,0.615,0.815,0.302,72.873
S. Posch,cb,9,0.785,0.500,0.000,0.562,0.888,0.215,74.897
D. Selke,st,27,0.564,0.385,0.074,0.556,0.211,0.436,59.971
A. Barkok,cam,9,0.686,0.500,0.111,0.615,0.371,0.314,70.580
E. Insúa,rb,25,0.559,0.364,0.120,0.478,0.755,0.441,65.077
P. Olkowski,lb,5,0.429,0.462,0.000,0.421,0.659,0.571,66.863
A. Maier,cm,17,0.800,0.450,0.059,0.588,0.841,0.200,76.076
R. Koch,cb,26,0.796,0.462,0.000,0.636,0.631,0.204,74.435
Coke,cb,17,0.711,0.667,0.000,0.464,0.810,0.289,75.924
J. Sancho,ram,12,0.731,0.500,0.083,0.556,0.750,0.269,73.763
I. Fossum,rcm,19,0.758,0.312,0.105,0.565,0.759,0.242,71.899
K. Akpoguma,lb,22,0.762,0.353,0.000,0.500,0.737,0.238,71.250
T. Jantschke,lb,13,0.615,0.462,0.000,0.533,0.582,0.385,67.848
J. Arp,st,15,0.694,0.455,0.000,0.700,0.522,0.306,69.862
Dong-Won Ji,rw,3,0.619,0.500,0.000,0.700,1.000,0.381,71.806
J. Brooks,rb,9,0.874,0.500,0.000,0.700,0.612,0.126,75.686
R. Zentner,gk,15,0.740,0.417,0.000,0.700,0.894,0.260,73.434
D. Blum,ram,2,0.583,0.500,0.000,0.700,1.000,0.417,71.530
O. Sorg,lb,22,0.621,0.316,0.136,0.484,0.665,0.379,66.140
A. Grgic,ram,1,0.680,0.500,0.000,0.700,1.000,0.320,72.022
C. Stanko,cdm,5,0.792,0.500,0.000,0.700,0.900,0.208,74.168
A. Jóhannsson,lw,10,0.667,0.500,0.100,0.643,0.759,0.333,72.298
Juan Bernat,rb,11,0.826,0.500,0.091,0.522,0.858,0.174,76.875
M. Mittelstädt,rb,10,0.620,0.467,0.100,0.500,0.521,0.380,68.938
J. Drmic,lw,15,0.565,0.417,0.000,0.667,0.502,0.435,64.909
M. Esser,gk,3,0.871,0.500,0.000,0.700,0.909,0.129,74.220
Miiko Albornoz,rb,10,0.654,0.462,0.300,0.609,0.771,0.346,73.051
G. Holtmann,ram,17,0.542,0.474,0.118,0.500,0.469,0.458,65.316
K. Guédé,lw,2,0.591,0.500,0.000,0.700,0.000,0.409,69.822
R. Weidenfeller,gk,1,0.641,0.500,0.000,0.700,1.000,0.359,71.869
Y. Bisseck,lb,3,0.836,0.500,0.000,0.700,0.961,0.164,73.984
A. Ouahim,lam,1,0.636,0.500,0.000,0.700,1.000,0.364,71.850
N. Nartey,cb,1,0.619,0.500,0.000,0.700,1.000,0.381,71.782
A. Hack,rb,15,0.761,0.438,0.000,0.571,0.869,0.239,73.948
